Record_ID,Latitude,Longitude,Reef_Zone,Depth_m,Structural_Rugosity,Live_Coral_Cover_Pct,Macroalgae_Cover_Pct,Scientific_Attribution
1592,18.355,-87.88976,Lagoon,2.25,2.53,23.55,52.67,Resultado obtenido mediante prototipo computacional del gemelo digital
1593,18.34286,-87.88017,Lagoon,2.64,2.5,25.34,45.76,Resultado obtenido mediante prototipo computacional del gemelo digital
1594,18.36278,-87.88576,Lagoon,2.32,2.49,23.08,53.46,Resultado obtenido mediante prototipo computacional del gemelo digital
1595,18.35339,-87.88228,Lagoon,2.24,2.48,23.05,39.17,Resultado obtenido mediante prototipo computacional del gemelo digital
1596,18.35161,-87.86538,Lagoon,2.72,2.53,25.94,33.34,Resultado obtenido mediante prototipo computacional del gemelo digital
1597,18.3602,-87.87063,Lagoon,2.9,2.52,25.24,33.33,Resultado obtenido mediante prototipo computacional del gemelo digital
1598,18.34711,-87.89224,Lagoon,2.47,2.49,23.55,36.82,Resultado obtenido mediante prototipo computacional del gemelo digital
1599,18.35079,-87.89153,Lagoon,2.54,2.5,24.55,47.32,Resultado obtenido mediante prototipo computacional del gemelo digital
1600,18.33657,-87.88057,Lagoon,2.2,2.51,25.13,33.98,Resultado obtenido mediante prototipo computacional del gemelo digital
1601,18.35408,-87.87749,Lagoon,2.26,2.53,23.86,53.77,Resultado obtenido mediante prototipo computacional del gemelo digital
1602,18.3374,-87.87005,Lagoon,2.28,2.48,26.11,51.79,Resultado obtenido mediante prototipo computacional del gemelo digital
1603,18.35717,-87.87311,Lagoon,2.79,2.52,24.56,37.63,Resultado obtenido mediante prototipo computacional del gemelo digital
1604,18.34422,-87.87088,Lagoon,2.24,2.5,24.23,54.72,Resultado obtenido mediante prototipo computacional del gemelo digital
1605,18.33743,-87.86601,Lagoon,2.36,2.53,25.89,36.3,Resultado obtenido mediante prototipo computacional del gemelo digital
1606,18.36462,-87.86657,Lagoon,2.88,2.43,22.96,47.59,Resultado obtenido mediante prototipo computacional del gemelo digital
1607,18.34517,-87.88584,Lagoon,2.43,2.51,24.37,51.58,Resultado obtenido mediante prototipo computacional del gemelo digital
1608,18.33885,-87.87632,Lagoon,2.65,2.52,24.81,54.76,Resultado obtenido mediante prototipo computacional del gemelo digital
1609,18.35857,-87.87331,Lagoon,2.6,2.5,25.15,30.71,Resultado obtenido mediante prototipo computacional del gemelo digital
1610,18.36461,-87.87188,Lagoon,2.22,2.5,25.6,50.79,Resultado obtenido mediante prototipo computacional del gemelo digital
1611,18.3431,-87.88052,Lagoon,2.77,2.48,22.56,53.71,Resultado obtenido mediante prototipo computacional del gemelo digital
1612,18.35385,-87.87729,Lagoon,2.24,2.52,26.49,33.88,Resultado obtenido mediante prototipo computacional del gemelo digital
1613,18.35654,-87.89167,Lagoon,2.96,2.48,23.5,45.37,Resultado obtenido mediante prototipo computacional del gemelo digital
1614,18.34415,-87.86548,Lagoon,2.4,2.47,24.26,34.03,Resultado obtenido mediante prototipo computacional del gemelo digital
1615,18.35458,-87.89057,Lagoon,2.96,2.51,24.81,40.99,Resultado obtenido mediante prototipo computacional del gemelo digital
1616,18.34718,-87.8891,Lagoon,2.52,2.48,24.53,40.39,Resultado obtenido mediante prototipo computacional del gemelo digital
1617,18.35286,-87.87109,Lagoon,2.96,2.51,23.73,49.26,Resultado obtenido mediante prototipo computacional del gemelo digital
1618,18.35536,-87.87312,Lagoon,2.17,2.51,23.25,37.97,Resultado obtenido mediante prototipo computacional del gemelo digital
1619,18.35301,-87.87998,Lagoon,2.05,2.47,24.99,44.92,Resultado obtenido mediante prototipo computacional del gemelo digital
1620,18.337,-87.89104,Lagoon,2.53,2.48,23.86,43.67,Resultado obtenido mediante prototipo computacional del gemelo digital
1621,18.35957,-87.87595,Lagoon,2.73,2.48,25.25,37.59,Resultado obtenido mediante prototipo computacional del gemelo digital
1622,18.35825,-87.88696,Lagoon,2.88,2.53,27.17,29.38,Resultado obtenido mediante prototipo computacional del gemelo digital
1623,18.35351,-87.88204,Lagoon,2.04,2.51,26.69,32.04,Resultado obtenido mediante prototipo computacional del gemelo digital
1624,18.35686,-87.87285,Lagoon,2.42,2.45,24.46,39.59,Resultado obtenido mediante prototipo computacional del gemelo digital
1625,18.35268,-87.88298,Lagoon,2.38,2.43,23.66,50.27,Resultado obtenido mediante prototipo computacional del gemelo digital
1626,18.3437,-87.86546,Lagoon,2.01,2.47,23.45,31.66,Resultado obtenido mediante prototipo computacional del gemelo digital
1627,18.34257,-87.89438,Lagoon,2.68,2.44,22.62,46.89,Resultado obtenido mediante prototipo computacional del gemelo digital
1628,18.35274,-87.86632,Lagoon,2.47,2.46,23.81,48.1,Resultado obtenido mediante prototipo computacional del gemelo digital
1629,18.33694,-87.87482,Lagoon,2.49,2.52,24.86,54.23,Resultado obtenido mediante prototipo computacional del gemelo digital
1630,18.35209,-87.87072,Lagoon,2.79,2.47,23.63,38.79,Resultado obtenido mediante prototipo computacional del gemelo digital
1631,18.35301,-87.88932,Lagoon,2.41,2.46,23.45,44.04,Resultado obtenido mediante prototipo computacional del gemelo digital
1632,18.3584,-87.8807,Lagoon,2.94,2.46,23.24,40.07,Resultado obtenido mediante prototipo computacional del gemelo digital
1633,18.34982,-87.86547,Lagoon,2.45,2.1,18.37,58.07,Resultado obtenido mediante prototipo computacional del gemelo digital
1634,18.35656,-87.88823,Lagoon,2.67,2.51,23.66,36.44,Resultado obtenido mediante prototipo computacional del gemelo digital
1635,18.34714,-87.89316,Lagoon,2.23,2.53,25.72,39.05,Resultado obtenido mediante prototipo computacional del gemelo digital
1636,18.34612,-87.89042,Lagoon,2.81,2.11,15.84,46.25,Resultado obtenido mediante prototipo computacional del gemelo digital
1637,18.34766,-87.86698,Lagoon,2.08,2.52,23.29,44.77,Resultado obtenido mediante prototipo computacional del gemelo digital
1638,18.34238,-87.89067,Lagoon,2.1,2.52,24.95,42.07,Resultado obtenido mediante prototipo computacional del gemelo digital
1639,18.35171,-87.8698,Lagoon,2.28,2.43,22.94,54.56,Resultado obtenido mediante prototipo computacional del gemelo digital
1640,18.34897,-87.86779,Lagoon,2.9,2.53,25.23,32.97,Resultado obtenido mediante prototipo computacional del gemelo digital
1641,18.35556,-87.89232,Lagoon,2.61,2.48,25.18,39.71,Resultado obtenido mediante prototipo computacional del gemelo digital
1642,18.34349,-87.87789,Lagoon,2.23,2.52,25.44,40.98,Resultado obtenido mediante prototipo computacional del gemelo digital
1643,18.36155,-87.87143,Lagoon,2.13,2.53,24.56,46.66,Resultado obtenido mediante prototipo computacional del gemelo digital
1644,18.35974,-87.87274,Lagoon,2.53,2.5,23.15,51.72,Resultado obtenido mediante prototipo computacional del gemelo digital
1645,18.3521,-87.89245,Lagoon,2.38,2.51,22.91,41.74,Resultado obtenido mediante prototipo computacional del gemelo digital
1646,18.35769,-87.87999,Lagoon,2.97,2.49,23.66,51.97,Resultado obtenido mediante prototipo computacional del gemelo digital
1647,18.35007,-87.89369,Lagoon,2.83,2.5,24.35,45.74,Resultado obtenido mediante prototipo computacional del gemelo digital
1648,18.34072,-87.87826,Lagoon,2.57,2.52,25.72,41.68,Resultado obtenido mediante prototipo computacional del gemelo digital
1649,18.3446,-87.86736,Lagoon,2.21,2.49,24.58,42.51,Resultado obtenido mediante prototipo computacional del gemelo digital
1650,18.35312,-87.89209,Lagoon,2.02,2.44,24.93,37.37,Resultado obtenido mediante prototipo computacional del gemelo digital
1651,18.3529,-87.86811,Lagoon,2.48,2.53,26.95,37.72,Resultado obtenido mediante prototipo computacional del gemelo digital
1652,18.35691,-87.86973,Lagoon,2.98,2.52,25.08,44.87,Resultado obtenido mediante prototipo computacional del gemelo digital
1653,18.35987,-87.87548,Lagoon,2.18,2.48,24.11,48.61,Resultado obtenido mediante prototipo computacional del gemelo digital
1654,18.36074,-87.89015,Lagoon,2.93,2.49,23.18,44.87,Resultado obtenido mediante prototipo computacional del gemelo digital
1655,18.35743,-87.88868,Lagoon,2.78,2.53,25.83,40.78,Resultado obtenido mediante prototipo computacional del gemelo digital
1656,18.36457,-87.89003,Lagoon,2.34,2.49,24.31,52.9,Resultado obtenido mediante prototipo computacional del gemelo digital
1657,18.34334,-87.86626,Lagoon,2.4,2.49,25.8,39.92,Resultado obtenido mediante prototipo computacional del gemelo digital
1658,18.34399,-87.89119,Lagoon,2.23,2.53,24.26,53.72,Resultado obtenido mediante prototipo computacional del gemelo digital
1659,18.35041,-87.87989,Lagoon,2.15,2.49,23.41,46.91,Resultado obtenido mediante prototipo computacional del gemelo digital
1660,18.35962,-87.88923,Lagoon,2.74,2.46,25.65,44.17,Resultado obtenido mediante prototipo computacional del gemelo digital
1661,18.35888,-87.88131,Lagoon,2.66,2.51,24.78,34.46,Resultado obtenido mediante prototipo computacional del gemelo digital
1662,18.35095,-87.88584,Lagoon,2.89,2.47,21.76,34.92,Resultado obtenido mediante prototipo computacional del gemelo digital
1663,18.33628,-87.88516,Lagoon,2.07,2.52,22.4,39.88,Resultado obtenido mediante prototipo computacional del gemelo digital
1664,18.36488,-87.89365,Lagoon,2.99,2.49,26.17,33.43,Resultado obtenido mediante prototipo computacional del gemelo digital
1665,18.34128,-87.88971,Lagoon,2.38,2.53,27.4,43.18,Resultado obtenido mediante prototipo computacional del gemelo digital
1666,18.34496,-87.87417,Lagoon,2.67,2.45,26.06,51.3,Resultado obtenido mediante prototipo computacional del gemelo digital
1667,18.34739,-87.89404,Lagoon,2.72,2.47,25.38,32.89,Resultado obtenido mediante prototipo computacional del gemelo digital
1668,18.3562,-87.89277,Lagoon,2.5,2.5,23.31,47.43,Resultado obtenido mediante prototipo computacional del gemelo digital
1669,18.34532,-87.87321,Lagoon,2.18,2.5,24.41,33.9,Resultado obtenido mediante prototipo computacional del gemelo digital
1670,18.36117,-87.87686,Lagoon,2.19,2.51,25.37,47.49,Resultado obtenido mediante prototipo computacional del gemelo digital
1671,18.33716,-87.87171,Lagoon,2.83,2.53,23.93,32.39,Resultado obtenido mediante prototipo computacional del gemelo digital
1672,18.3559,-87.8911,Lagoon,2.33,2.46,25.49,53.6,Resultado obtenido mediante prototipo computacional del gemelo digital
1673,18.33686,-87.87934,Lagoon,2.69,2.47,22.51,45.2,Resultado obtenido mediante prototipo computacional del gemelo digital
1674,18.3535,-87.89474,Lagoon,2.95,2.48,22.88,44.81,Resultado obtenido mediante prototipo computacional del gemelo digital
1675,18.34261,-87.88731,Lagoon,2.46,2.46,24.29,46.72,Resultado obtenido mediante prototipo computacional del gemelo digital
1676,18.34235,-87.87965,Lagoon,2.27,2.52,25.39,41.52,Resultado obtenido mediante prototipo computacional del gemelo digital
1677,18.36266,-87.88422,Lagoon,2.62,2.45,24.11,35.81,Resultado obtenido mediante prototipo computacional del gemelo digital
1678,18.34486,-87.87556,Lagoon,2.97,2.48,23.99,47.57,Resultado obtenido mediante prototipo computacional del gemelo digital
1679,18.34563,-87.88437,Lagoon,2.76,2.5,23.84,47.21,Resultado obtenido mediante prototipo computacional del gemelo digital
1680,18.34232,-87.87075,Lagoon,2.41,2.45,23.81,32.3,Resultado obtenido mediante prototipo computacional del gemelo digital
1681,18.36017,-87.88587,Lagoon,2.55,2.42,20.72,41.7,Resultado obtenido mediante prototipo computacional del gemelo digital
1682,18.34068,-87.89125,Lagoon,2.06,2.48,25.99,31.04,Resultado obtenido mediante prototipo computacional del gemelo digital
1683,18.35973,-87.89318,Lagoon,2.3,2.52,24.37,33.56,Resultado obtenido mediante prototipo computacional del gemelo digital
1684,18.35713,-87.86751,Lagoon,2.21,2.48,25.13,43.47,Resultado obtenido mediante prototipo computacional del gemelo digital
1685,18.34114,-87.86777,Lagoon,2.62,2.43,22.2,54.63,Resultado obtenido mediante prototipo computacional del gemelo digital
1686,18.34202,-87.86604,Lagoon,2.99,2.47,23.72,34.29,Resultado obtenido mediante prototipo computacional del gemelo digital
1687,18.33839,-87.86584,Lagoon,2.48,2.49,25.36,53.98,Resultado obtenido mediante prototipo computacional del gemelo digital
1688,18.33599,-87.8883,Lagoon,2.97,2.5,25.26,30.83,Resultado obtenido mediante prototipo computacional del gemelo digital
1689,18.36295,-87.88559,Lagoon,2.47,2.53,26.26,53.41,Resultado obtenido mediante prototipo computacional del gemelo digital
1690,18.34056,-87.88336,Lagoon,2.29,2.48,24.61,54.24,Resultado obtenido mediante prototipo computacional del gemelo digital
1691,18.36222,-87.89138,Lagoon,2.29,2.49,23.07,54.91,Resultado obtenido mediante prototipo computacional del gemelo digital
1692,18.3495,-87.88793,Lagoon,3.0,2.46,24.1,34.31,Resultado obtenido mediante prototipo computacional del gemelo digital
1693,18.3628,-87.87819,Lagoon,2.93,2.5,24.26,40.41,Resultado obtenido mediante prototipo computacional del gemelo digital
1694,18.33779,-87.87099,Lagoon,2.54,2.43,21.32,37.07,Resultado obtenido mediante prototipo computacional del gemelo digital
1695,18.34343,-87.88075,Lagoon,2.49,2.49,25.15,39.47,Resultado obtenido mediante prototipo computacional del gemelo digital
1696,18.35523,-87.8812,Lagoon,2.78,2.53,24.34,31.89,Resultado obtenido mediante prototipo computacional del gemelo digital
1697,18.36188,-87.89252,Lagoon,2.71,2.47,24.41,37.64,Resultado obtenido mediante prototipo computacional del gemelo digital
1698,18.341,-87.88819,Lagoon,2.97,2.52,24.34,38.69,Resultado obtenido mediante prototipo computacional del gemelo digital
1699,18.33611,-87.86657,Lagoon,2.92,2.48,22.61,40.93,Resultado obtenido mediante prototipo computacional del gemelo digital
1700,18.35126,-87.87547,Lagoon,2.69,2.51,26.21,45.97,Resultado obtenido mediante prototipo computacional del gemelo digital
1701,18.33501,-87.86551,Lagoon,2.07,2.49,24.63,30.5,Resultado obtenido mediante prototipo computacional del gemelo digital
1702,18.34637,-87.88608,Lagoon,2.22,2.51,23.96,31.61,Resultado obtenido mediante prototipo computacional del gemelo digital
1703,18.35598,-87.86734,Lagoon,2.8,2.46,22.34,37.61,Resultado obtenido mediante prototipo computacional del gemelo digital
1704,18.35602,-87.86597,Lagoon,2.91,2.46,24.54,34.26,Resultado obtenido mediante prototipo computacional del gemelo digital
1705,18.34275,-87.8906,Lagoon,2.65,2.52,25.93,48.93,Resultado obtenido mediante prototipo computacional del gemelo digital
1706,18.34643,-87.89114,Lagoon,2.47,2.51,23.36,41.25,Resultado obtenido mediante prototipo computacional del gemelo digital
1707,18.3461,-87.87147,Lagoon,2.7,2.49,25.46,51.49,Resultado obtenido mediante prototipo computacional del gemelo digital
1708,18.35157,-87.88884,Lagoon,2.97,2.53,24.05,35.42,Resultado obtenido mediante prototipo computacional del gemelo digital
1709,18.35891,-87.88977,Lagoon,2.8,2.53,24.3,32.04,Resultado obtenido mediante prototipo computacional del gemelo digital
1710,18.35254,-87.87943,Lagoon,2.4,2.53,26.52,45.23,Resultado obtenido mediante prototipo computacional del gemelo digital
1711,18.3576,-87.886,Lagoon,2.01,2.46,24.9,50.44,Resultado obtenido mediante prototipo computacional del gemelo digital
1712,18.35695,-87.87793,Lagoon,2.16,2.53,26.26,35.82,Resultado obtenido mediante prototipo computacional del gemelo digital
1713,18.34802,-87.89333,Lagoon,2.5,2.52,23.74,42.18,Resultado obtenido mediante prototipo computacional del gemelo digital
1714,18.36384,-87.88247,Lagoon,2.64,2.52,23.54,37.36,Resultado obtenido mediante prototipo computacional del gemelo digital
1715,18.34213,-87.89317,Lagoon,2.91,2.51,25.19,46.7,Resultado obtenido mediante prototipo computacional del gemelo digital
1716,18.33855,-87.86943,Lagoon,2.29,2.49,25.27,47.68,Resultado obtenido mediante prototipo computacional del gemelo digital
1717,18.35356,-87.87198,Lagoon,2.63,2.53,26.4,41.55,Resultado obtenido mediante prototipo computacional del gemelo digital
1718,18.34169,-87.86781,Lagoon,2.04,2.53,26.86,47.67,Resultado obtenido mediante prototipo computacional del gemelo digital
1719,18.34181,-87.86543,Lagoon,2.38,2.5,24.68,36.31,Resultado obtenido mediante prototipo computacional del gemelo digital
1720,18.34962,-87.88932,Lagoon,2.12,2.49,21.97,39.89,Resultado obtenido mediante prototipo computacional del gemelo digital
1721,18.35947,-87.87555,Lagoon,2.28,2.48,26.06,48.43,Resultado obtenido mediante prototipo computacional del gemelo digital
1722,18.36024,-87.87123,Lagoon,2.17,2.53,23.96,50.59,Resultado obtenido mediante prototipo computacional del gemelo digital
1723,18.35212,-87.86813,Lagoon,2.46,2.46,23.73,50.69,Resultado obtenido mediante prototipo computacional del gemelo digital
1724,18.34748,-87.88868,Lagoon,2.48,2.5,23.98,51.16,Resultado obtenido mediante prototipo computacional del gemelo digital
1725,18.36069,-87.86785,Lagoon,2.47,2.51,24.85,40.32,Resultado obtenido mediante prototipo computacional del gemelo digital
1726,18.33821,-87.88197,Lagoon,2.47,2.48,26.18,40.79,Resultado obtenido mediante prototipo computacional del gemelo digital
1727,18.34084,-87.88267,Lagoon,2.86,2.46,24.68,30.4,Resultado obtenido mediante prototipo computacional del gemelo digital
1728,18.3425,-87.88156,Lagoon,2.47,2.41,21.86,35.32,Resultado obtenido mediante prototipo computacional del gemelo digital
1729,18.36474,-87.88768,Lagoon,2.91,2.53,26.28,45.02,Resultado obtenido mediante prototipo computacional del gemelo digital
1730,18.34949,-87.87993,Lagoon,2.04,2.52,25.12,38.01,Resultado obtenido mediante prototipo computacional del gemelo digital
1731,18.35824,-87.8797,Lagoon,2.28,2.52,26.38,44.77,Resultado obtenido mediante prototipo computacional del gemelo digital
1732,18.33692,-87.86815,Lagoon,2.77,2.47,26.1,48.44,Resultado obtenido mediante prototipo computacional del gemelo digital
1733,18.33585,-87.86633,Lagoon,2.33,2.5,24.89,52.46,Resultado obtenido mediante prototipo computacional del gemelo digital
1734,18.362,-87.87391,Lagoon,2.51,2.47,23.84,37.91,Resultado obtenido mediante prototipo computacional del gemelo digital
1735,18.34334,-87.88,Lagoon,2.11,2.52,25.74,48.25,Resultado obtenido mediante prototipo computacional del gemelo digital
1736,18.34618,-87.88865,Lagoon,2.19,2.48,25.66,40.88,Resultado obtenido mediante prototipo computacional del gemelo digital
1737,18.34364,-87.87737,Lagoon,2.5,2.44,23.74,39.74,Resultado obtenido mediante prototipo computacional del gemelo digital
1738,18.34923,-87.8853,Lagoon,2.3,2.5,21.42,49.23,Resultado obtenido mediante prototipo computacional del gemelo digital
1739,18.36267,-87.87877,Lagoon,2.93,2.46,24.96,42.45,Resultado obtenido mediante prototipo computacional del gemelo digital
1740,18.36402,-87.89015,Lagoon,2.85,2.47,23.01,33.02,Resultado obtenido mediante prototipo computacional del gemelo digital
1741,18.35056,-87.87704,Lagoon,2.13,2.53,24.63,40.33,Resultado obtenido mediante prototipo computacional del gemelo digital
1742,18.35564,-87.87595,Lagoon,2.07,2.51,24.97,45.73,Resultado obtenido mediante prototipo computacional del gemelo digital
1743,18.3387,-87.88308,Lagoon,2.63,2.5,24.62,37.87,Resultado obtenido mediante prototipo computacional del gemelo digital
1744,18.34552,-87.89457,Lagoon,2.28,2.5,25.78,49.18,Resultado obtenido mediante prototipo computacional del gemelo digital
1745,18.34822,-87.88233,Lagoon,2.05,2.5,24.72,33.12,Resultado obtenido mediante prototipo computacional del gemelo digital
1746,18.34449,-87.86509,Lagoon,2.72,2.51,24.57,33.18,Resultado obtenido mediante prototipo computacional del gemelo digital
1747,18.36165,-87.86765,Lagoon,2.11,2.49,25.47,40.04,Resultado obtenido mediante prototipo computacional del gemelo digital
1748,18.35201,-87.8799,Lagoon,2.24,2.52,24.16,40.8,Resultado obtenido mediante prototipo computacional del gemelo digital
1749,18.34319,-87.86742,Lagoon,2.51,2.46,21.66,52.54,Resultado obtenido mediante prototipo computacional del gemelo digital
1750,18.33799,-87.88376,Lagoon,2.99,2.47,23.97,37.88,Resultado obtenido mediante prototipo computacional del gemelo digital
1751,18.36186,-87.86899,Lagoon,2.87,2.5,24.09,49.08,Resultado obtenido mediante prototipo computacional del gemelo digital
1752,18.36286,-87.8794,Lagoon,2.92,2.49,22.99,34.0,Resultado obtenido mediante prototipo computacional del gemelo digital
1753,18.33631,-87.89237,Lagoon,2.56,2.53,24.64,48.56,Resultado obtenido mediante prototipo computacional del gemelo digital
1754,18.357,-87.86969,Lagoon,2.01,2.5,23.3,33.93,Resultado obtenido mediante prototipo computacional del gemelo digital
1755,18.35498,-87.89395,Lagoon,2.03,2.52,25.06,48.16,Resultado obtenido mediante prototipo computacional del gemelo digital
1756,18.33756,-87.87288,Lagoon,2.94,2.44,24.36,48.65,Resultado obtenido mediante prototipo computacional del gemelo digital
1757,18.36215,-87.88519,Lagoon,2.56,2.53,26.57,52.84,Resultado obtenido mediante prototipo computacional del gemelo digital
1758,18.35599,-87.86702,Lagoon,2.55,2.47,23.28,34.57,Resultado obtenido mediante prototipo computacional del gemelo digital
1759,18.35246,-87.88438,Lagoon,2.99,2.52,23.78,45.3,Resultado obtenido mediante prototipo computacional del gemelo digital
1760,18.35474,-87.87553,Lagoon,2.15,2.51,25.97,38.77,Resultado obtenido mediante prototipo computacional del gemelo digital
1761,18.35579,-87.89146,Lagoon,2.33,2.53,26.1,38.97,Resultado obtenido mediante prototipo computacional del gemelo digital
1762,18.3572,-87.87084,Lagoon,2.3,2.49,23.76,49.48,Resultado obtenido mediante prototipo computacional del gemelo digital
1763,18.3403,-87.88261,Lagoon,2.65,2.48,22.7,35.74,Resultado obtenido mediante prototipo computacional del gemelo digital
1764,18.35771,-87.86662,Lagoon,2.39,2.42,24.5,54.01,Resultado obtenido mediante prototipo computacional del gemelo digital
1765,18.36227,-87.88594,Lagoon,2.09,2.53,25.61,53.74,Resultado obtenido mediante prototipo computacional del gemelo digital
1766,18.34812,-87.87898,Lagoon,2.5,2.47,23.9,37.11,Resultado obtenido mediante prototipo computacional del gemelo digital
1767,18.35675,-87.89405,Lagoon,2.32,2.51,26.22,37.74,Resultado obtenido mediante prototipo computacional del gemelo digital
1768,18.35809,-87.88977,Lagoon,2.63,2.48,22.97,48.67,Resultado obtenido mediante prototipo computacional del gemelo digital
1769,18.35884,-87.87767,Lagoon,2.69,2.48,21.86,40.94,Resultado obtenido mediante prototipo computacional del gemelo digital
1770,18.34671,-87.89019,Lagoon,2.63,2.51,24.27,53.06,Resultado obtenido mediante prototipo computacional del gemelo digital
1771,18.36342,-87.88063,Lagoon,2.03,2.49,25.01,31.45,Resultado obtenido mediante prototipo computacional del gemelo digital
1772,18.3588,-87.86682,Lagoon,2.79,2.48,23.92,39.75,Resultado obtenido mediante prototipo computacional del gemelo digital
1773,18.33634,-87.86558,Lagoon,2.77,2.46,21.59,45.72,Resultado obtenido mediante prototipo computacional del gemelo digital
1774,18.33735,-87.89413,Lagoon,2.86,2.51,25.49,42.62,Resultado obtenido mediante prototipo computacional del gemelo digital
1775,18.35523,-87.88926,Lagoon,2.91,2.46,24.45,32.6,Resultado obtenido mediante prototipo computacional del gemelo digital
1776,18.35624,-87.88211,Lagoon,2.88,2.12,18.81,36.48,Resultado obtenido mediante prototipo computacional del gemelo digital
1777,18.34949,-87.88417,Lagoon,2.1,2.09,17.4,43.55,Resultado obtenido mediante prototipo computacional del gemelo digital
1778,18.3633,-87.8866,Lagoon,2.41,2.1,18.67,43.78,Resultado obtenido mediante prototipo computacional del gemelo digital
1779,18.35973,-87.87224,Lagoon,2.11,2.5,25.1,44.65,Resultado obtenido mediante prototipo computacional del gemelo digital
1780,18.35005,-87.87496,Lagoon,2.22,2.53,25.32,38.86,Resultado obtenido mediante prototipo computacional del gemelo digital
1781,18.35766,-87.87967,Lagoon,2.48,2.5,23.85,32.29,Resultado obtenido mediante prototipo computacional del gemelo digital
1782,18.33733,-87.86951,Lagoon,2.69,2.51,26.28,36.35,Resultado obtenido mediante prototipo computacional del gemelo digital
1783,18.36316,-87.88513,Lagoon,2.81,2.49,23.29,55.5,Resultado obtenido mediante prototipo computacional del gemelo digital
1784,18.35692,-87.86643,Lagoon,2.86,2.45,24.88,33.08,Resultado obtenido mediante prototipo computacional del gemelo digital
1785,18.36052,-87.87152,Lagoon,2.34,2.53,24.87,35.93,Resultado obtenido mediante prototipo computacional del gemelo digital
1786,18.35657,-87.87354,Lagoon,2.12,2.52,24.74,46.39,Resultado obtenido mediante prototipo computacional del gemelo digital
1787,18.34576,-87.86699,Lagoon,2.19,2.5,24.26,32.13,Resultado obtenido mediante prototipo computacional del gemelo digital
1788,18.36269,-87.88937,Lagoon,2.6,2.51,24.59,48.53,Resultado obtenido mediante prototipo computacional del gemelo digital
1789,18.34792,-87.87565,Lagoon,2.82,2.5,23.17,44.98,Resultado obtenido mediante prototipo computacional del gemelo digital
1790,18.35432,-87.87978,Lagoon,2.89,2.53,24.8,43.71,Resultado obtenido mediante prototipo computacional del gemelo digital
1791,18.35419,-87.88373,Lagoon,2.96,2.53,26.1,43.45,Resultado obtenido mediante prototipo computacional del gemelo digital
1792,18.35403,-87.88549,Lagoon,2.25,2.51,23.32,50.37,Resultado obtenido mediante prototipo computacional del gemelo digital
1793,18.34056,-87.885,Lagoon,2.12,2.51,25.49,40.58,Resultado obtenido mediante prototipo computacional del gemelo digital
1794,18.35723,-87.87434,Lagoon,2.57,2.53,22.63,51.56,Resultado obtenido mediante prototipo computacional del gemelo digital
1795,18.36465,-87.87274,Lagoon,2.24,2.53,25.51,32.57,Resultado obtenido mediante prototipo computacional del gemelo digital
1796,18.34228,-87.87475,Lagoon,2.51,2.53,26.42,48.69,Resultado obtenido mediante prototipo computacional del gemelo digital
1797,18.36401,-87.87877,Lagoon,2.01,2.49,24.26,36.09,Resultado obtenido mediante prototipo computacional del gemelo digital
1798,18.3352,-87.88257,Lagoon,2.85,2.5,26.7,28.65,Resultado obtenido mediante prototipo computacional del gemelo digital
1799,18.3363,-87.87127,Lagoon,2.48,2.53,24.94,47.69,Resultado obtenido mediante prototipo computacional del gemelo digital
1800,18.338,-87.87168,Lagoon,3.0,2.42,24.3,55.36,Resultado obtenido mediante prototipo computacional del gemelo digital
1801,18.34154,-87.87303,Lagoon,2.91,2.51,24.43,54.91,Resultado obtenido mediante prototipo computacional del gemelo digital
1802,18.3534,-87.87999,Lagoon,2.33,2.52,24.24,47.77,Resultado obtenido mediante prototipo computacional del gemelo digital
1803,18.33618,-87.87556,Lagoon,2.38,2.46,23.33,35.79,Resultado obtenido mediante prototipo computacional del gemelo digital
1804,18.36321,-87.87415,Lagoon,2.9,2.5,24.47,52.56,Resultado obtenido mediante prototipo computacional del gemelo digital
1805,18.34915,-87.89124,Lagoon,2.45,2.52,23.95,33.1,Resultado obtenido mediante prototipo computacional del gemelo digital
1806,18.34416,-87.88725,Lagoon,2.31,2.51,23.64,34.4,Resultado obtenido mediante prototipo computacional del gemelo digital
1807,18.35696,-87.87828,Lagoon,2.0,2.51,25.77,47.65,Resultado obtenido mediante prototipo computacional del gemelo digital
1808,18.34861,-87.89134,Lagoon,2.02,2.51,24.39,41.89,Resultado obtenido mediante prototipo computacional del gemelo digital
1809,18.36096,-87.8761,Lagoon,2.04,2.5,24.51,52.53,Resultado obtenido mediante prototipo computacional del gemelo digital
1810,18.34413,-87.87341,Lagoon,2.68,2.53,26.54,37.16,Resultado obtenido mediante prototipo computacional del gemelo digital
1811,18.36497,-87.89077,Lagoon,2.48,2.47,22.75,41.98,Resultado obtenido mediante prototipo computacional del gemelo digital
1812,18.36406,-87.87241,Lagoon,2.47,2.41,24.22,39.39,Resultado obtenido mediante prototipo computacional del gemelo digital
1813,18.35917,-87.8659,Lagoon,2.01,2.44,24.27,51.01,Resultado obtenido mediante prototipo computacional del gemelo digital
1814,18.35413,-87.87637,Lagoon,2.49,2.48,24.46,33.78,Resultado obtenido mediante prototipo computacional del gemelo digital
1815,18.3471,-87.89328,Lagoon,2.76,2.48,25.56,32.64,Resultado obtenido mediante prototipo computacional del gemelo digital
