Record_ID,Date,Station_Name,Region,Latitude,Longitude,Reef_Zone,Depth_m,SST_degC,SST_Anomaly_degC,DHW_degC_weeks,pH_total,Aragonite_Saturation_Omega,Turbidity_NTU,PAR_umol_m2_s,Live_Coral_Cover_Pct,Macroalgae_Cover_Pct,Structural_Rugosity,Shannon_Diversity_H,Bleaching_Severity_Pct,Coral_Cover_Loss_Pct,Bleaching_Risk,Data_Source_Type,Scientific_Attribution
2293,2021-01-09,Belize_Barrier_05,Caribbean,17.15458,-87.90718,Fore Reef,14.97,25.93,-0.18,0.0,8.084,3.76,0.68,1109.7,33.19,40.39,1.89,2.56,4.62,4.01,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2294,2021-01-16,Belize_Barrier_05,Caribbean,17.15166,-87.90626,Fore Reef,14.63,26.02,-0.18,0.0,8.088,3.61,1.98,1131.5,28.49,39.57,1.89,2.57,3.67,3.7,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2295,2021-01-18,Belize_Barrier_05,Caribbean,17.15537,-87.90105,Fore Reef,14.57,26.27,0.04,0.0,8.091,3.74,1.04,1152.0,30.22,47.39,1.89,2.56,4.76,4.38,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2296,2021-01-24,Belize_Barrier_05,Caribbean,17.15133,-87.89369,Fore Reef,14.85,26.29,-0.03,0.0,8.117,3.82,0.19,1171.3,31.98,45.14,1.88,2.56,6.26,4.89,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2297,2021-01-25,Belize_Barrier_05,Caribbean,17.13527,-87.9,Fore Reef,15.48,26.8,0.46,0.0,8.057,3.43,1.02,1121.7,31.43,27.34,1.86,2.52,8.33,9.68,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2298,2021-02-03,Belize_Barrier_05,Caribbean,17.13891,-87.88886,Fore Reef,14.85,26.12,-0.4,0.0,8.115,3.87,0.94,1078.8,30.6,36.1,1.91,2.59,6.49,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2299,2021-02-13,Belize_Barrier_05,Caribbean,17.16016,-87.90625,Fore Reef,14.7,27.08,0.32,0.0,8.048,3.39,0.49,1379.1,32.35,39.99,1.86,2.51,13.79,10.76,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2300,2021-02-15,Belize_Barrier_05,Caribbean,17.14634,-87.91334,Fore Reef,14.9,27.13,0.32,0.0,8.09,3.6,0.65,1222.8,29.65,37.43,1.86,2.52,11.39,8.99,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2301,2021-02-22,Belize_Barrier_05,Caribbean,17.15379,-87.89644,Fore Reef,15.26,26.97,-0.02,0.0,8.067,3.58,0.23,1411.5,32.1,47.44,1.91,2.59,3.85,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2302,2021-02-27,Belize_Barrier_05,Caribbean,17.14206,-87.89491,Fore Reef,14.78,27.21,0.08,0.0,8.087,3.63,0.31,1448.7,32.37,32.68,1.86,2.51,10.84,10.26,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2303,2021-03-02,Belize_Barrier_05,Caribbean,17.1481,-87.91083,Fore Reef,15.26,27.42,0.2,0.0,8.08,3.53,0.16,1461.4,32.35,43.51,1.88,2.55,6.43,5.52,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2304,2021-03-11,Belize_Barrier_05,Caribbean,17.15044,-87.89476,Fore Reef,15.25,27.93,0.43,0.0,8.073,3.54,0.16,1502.1,32.19,39.79,1.88,2.55,8.53,5.5,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2305,2021-03-17,Belize_Barrier_05,Caribbean,17.15314,-87.90725,Fore Reef,14.85,27.86,0.18,0.0,8.046,3.34,0.66,1497.5,30.85,30.39,1.85,2.51,10.44,11.08,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2306,2021-03-28,Belize_Barrier_05,Caribbean,17.16451,-87.9014,Fore Reef,15.43,27.98,-0.03,0.0,8.083,3.63,0.15,1613.3,30.23,26.31,1.89,2.56,9.12,4.2,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2307,2021-03-31,Belize_Barrier_05,Caribbean,17.16288,-87.89773,Fore Reef,15.34,28.28,0.17,0.0,8.043,3.27,0.16,1578.4,31.07,31.68,1.87,2.54,8.26,7.13,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2308,2021-04-09,Belize_Barrier_05,Caribbean,17.15167,-87.88943,Fore Reef,15.07,28.55,0.17,0.0,8.06,3.42,0.44,1705.0,31.5,37.27,1.89,2.57,8.62,3.57,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2309,2021-04-14,Belize_Barrier_05,Caribbean,17.15464,-87.90516,Fore Reef,14.72,28.28,-0.24,0.0,8.055,3.44,0.46,1778.3,31.69,37.76,1.88,2.56,9.96,4.58,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2310,2021-04-20,Belize_Barrier_05,Caribbean,17.15286,-87.90509,Fore Reef,15.34,29.03,0.34,0.0,8.048,3.29,0.43,1705.2,29.51,40.09,1.87,2.53,7.97,7.85,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2311,2021-04-22,Belize_Barrier_05,Caribbean,17.15628,-87.88718,Fore Reef,15.47,28.97,0.22,0.0,8.062,3.37,0.26,1826.4,30.95,46.11,1.86,2.51,10.25,10.67,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2312,2021-05-07,Belize_Barrier_05,Caribbean,17.16447,-87.89253,Fore Reef,14.79,29.44,0.34,0.39,8.049,3.23,0.49,1796.2,31.04,41.73,1.88,2.55,6.28,5.07,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2313,2021-05-29,Belize_Barrier_05,Caribbean,17.14589,-87.89186,Fore Reef,15.15,29.39,-0.08,0.22,8.065,3.34,0.3,1923.5,30.13,42.42,1.87,2.54,9.49,6.83,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2314,2021-05-31,Belize_Barrier_05,Caribbean,17.15972,-87.91397,Fore Reef,15.07,29.68,0.19,0.48,8.051,3.34,0.27,1957.6,31.21,26.09,1.87,2.54,7.34,7.2,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2315,2021-06-01,Belize_Barrier_05,Caribbean,17.15696,-87.9135,Fore Reef,15.3,30.07,0.57,1.62,8.042,3.15,0.82,1932.4,31.99,35.79,1.88,2.54,9.67,6.3,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2316,2021-06-13,Belize_Barrier_05,Caribbean,17.14413,-87.89381,Fore Reef,15.36,30.13,0.54,1.63,8.043,3.05,0.41,1858.1,31.14,41.87,1.83,2.47,13.63,15.57,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2317,2021-06-28,Belize_Barrier_05,Caribbean,17.16294,-87.88719,Fore Reef,14.87,29.59,0.01,0.35,8.021,3.11,0.16,1857.0,32.4,29.26,1.86,2.51,6.83,10.63,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2318,2021-07-08,Belize_Barrier_05,Caribbean,17.15137,-87.89882,Fore Reef,15.48,29.87,0.35,1.19,8.035,3.11,0.36,1713.5,31.23,44.01,1.87,2.53,13.68,8.1,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2319,2021-07-11,Belize_Barrier_05,Caribbean,17.1519,-87.8955,Fore Reef,14.8,30.07,0.58,0.77,8.026,3.15,0.41,1757.4,31.09,30.06,1.88,2.54,6.98,6.34,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2320,2021-07-13,Belize_Barrier_05,Caribbean,17.14433,-87.89618,Fore Reef,14.91,29.72,0.25,0.58,8.045,3.27,0.82,1838.1,29.89,40.54,1.87,2.54,2.54,6.84,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2321,2021-07-22,Belize_Barrier_05,Caribbean,17.15318,-87.90963,Fore Reef,14.57,29.7,0.36,0.57,8.053,3.36,0.57,1771.8,32.08,38.09,1.87,2.54,7.99,7.38,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2322,2021-08-10,Belize_Barrier_05,Caribbean,17.16373,-87.90388,Fore Reef,15.09,29.07,0.11,0.0,8.045,3.27,1.49,1538.8,30.35,43.57,1.87,2.54,8.89,7.12,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2323,2021-08-21,Belize_Barrier_05,Caribbean,17.15293,-87.91152,Fore Reef,14.55,28.8,0.12,0.0,8.053,3.28,0.19,1547.6,31.02,30.6,1.85,2.5,9.73,11.44,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2324,2021-08-22,Belize_Barrier_05,Caribbean,17.16215,-87.91001,Fore Reef,15.4,28.56,-0.09,0.0,8.059,3.35,0.19,1522.9,31.39,44.69,1.89,2.57,10.47,3.47,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2325,2021-08-23,Belize_Barrier_05,Caribbean,17.13831,-87.88941,Fore Reef,15.22,28.82,0.19,0.0,8.048,3.29,0.25,1484.0,31.94,33.1,1.87,2.53,6.61,8.62,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2326,2021-08-25,Belize_Barrier_05,Caribbean,17.1429,-87.90491,Fore Reef,14.58,28.71,0.14,0.0,8.05,3.33,0.7,1513.4,33.03,39.51,1.87,2.54,4.5,7.54,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2327,2021-08-28,Belize_Barrier_05,Caribbean,17.13722,-87.90112,Fore Reef,14.86,28.52,0.04,0.0,8.082,3.56,0.16,1449.3,30.62,26.12,1.91,2.59,4.45,0.14,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2328,2021-09-05,Belize_Barrier_05,Caribbean,17.16369,-87.88928,Fore Reef,14.84,28.59,0.34,0.0,8.064,3.41,0.45,1356.0,31.21,26.4,1.88,2.56,9.68,5.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2329,2021-09-18,Belize_Barrier_05,Caribbean,17.14761,-87.89394,Fore Reef,15.48,28.56,0.71,0.0,8.046,3.2,0.13,1324.4,30.98,40.39,1.88,2.56,9.11,4.59,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2330,2021-09-23,Belize_Barrier_05,Caribbean,17.1592,-87.90592,Fore Reef,15.28,27.53,-0.17,0.0,8.036,3.3,1.04,1201.9,30.74,36.53,1.86,2.51,14.37,10.72,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2331,2021-09-24,Belize_Barrier_05,Caribbean,17.1522,-87.91108,Fore Reef,15.18,27.45,-0.22,0.0,8.081,3.58,0.37,1202.1,31.06,33.67,1.86,2.51,6.22,10.54,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2332,2021-09-27,Belize_Barrier_05,Caribbean,17.13756,-87.90123,Fore Reef,15.1,28.29,0.72,0.0,8.044,3.34,0.36,1237.1,32.12,40.2,1.9,2.58,0.1,1.71,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2333,2021-10-06,Belize_Barrier_05,Caribbean,17.15534,-87.88718,Fore Reef,14.7,27.52,0.22,0.0,8.083,3.54,0.26,1184.4,28.84,30.31,1.81,2.44,9.68,19.99,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2334,2021-11-07,Belize_Barrier_05,Caribbean,17.16398,-87.90976,Fore Reef,14.62,26.6,0.13,0.0,8.068,3.45,0.16,985.6,29.4,38.24,1.83,2.47,12.85,15.64,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2335,2021-11-08,Belize_Barrier_05,Caribbean,17.1616,-87.88554,Fore Reef,15.06,26.81,0.36,0.0,8.056,3.43,0.2,1009.1,30.79,34.37,1.89,2.56,6.11,4.41,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2336,2021-11-09,Belize_Barrier_05,Caribbean,17.14098,-87.91389,Fore Reef,15.21,26.85,0.42,0.0,8.075,3.67,0.56,956.2,30.2,45.85,1.91,2.59,0.0,0.0,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2337,2021-12-01,Belize_Barrier_05,Caribbean,17.14793,-87.88581,Fore Reef,15.31,27.08,0.98,0.0,8.089,3.58,0.7,964.6,33.24,29.77,1.91,2.59,7.96,0.11,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2338,2021-12-15,Belize_Barrier_05,Caribbean,17.16452,-87.91243,Fore Reef,15.46,26.16,0.15,0.0,8.087,3.66,0.75,1019.0,31.32,27.73,1.86,2.51,2.91,10.2,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2339,2021-12-16,Belize_Barrier_05,Caribbean,17.1524,-87.88595,Fore Reef,14.54,25.8,-0.2,0.0,8.068,3.51,0.36,1031.5,28.0,36.49,1.87,2.53,2.83,7.85,Low,Real_Observation,Resultado obtenido mediante prototipo computacional del gemelo digital
2340,2021-12-27,Belize_Barrier_05,Caribbean,17.16344,-87.89713,Fore Reef,14.57,25.9,-0.11,0.0,8.109,3.97,0.76,972.6,31.25,29.21,1.91,2.59,1.66,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2341,2022-01-07,Belize_Barrier_05,Caribbean,17.14636,-87.88737,Fore Reef,15.19,26.12,0.03,0.0,8.074,3.7,0.23,1089.3,31.97,23.79,1.91,2.59,8.95,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2342,2022-01-28,Belize_Barrier_05,Caribbean,17.13876,-87.89924,Fore Reef,15.08,26.54,0.15,0.0,8.055,3.44,1.22,1309.7,30.57,38.07,1.83,2.46,8.86,17.07,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2343,2022-01-31,Belize_Barrier_05,Caribbean,17.15172,-87.9105,Fore Reef,15.12,26.84,0.38,0.0,8.062,3.58,0.52,1180.6,31.85,32.64,1.88,2.55,9.57,5.15,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2344,2022-02-03,Belize_Barrier_05,Caribbean,17.14933,-87.90732,Fore Reef,14.98,26.71,0.19,0.0,8.117,3.9,0.81,1154.9,31.25,40.36,1.9,2.58,6.23,2.07,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2345,2022-02-13,Belize_Barrier_05,Caribbean,17.14274,-87.90744,Fore Reef,15.0,27.16,0.41,0.0,8.031,3.24,1.55,1279.4,31.94,39.65,1.88,2.55,9.29,6.26,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2346,2022-02-14,Belize_Barrier_05,Caribbean,17.16027,-87.89331,Fore Reef,15.44,27.36,0.58,0.0,8.077,3.58,0.16,1340.6,26.9,34.29,1.84,2.48,9.67,14.11,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2347,2022-02-16,Belize_Barrier_05,Caribbean,17.14728,-87.89603,Fore Reef,14.6,27.16,0.33,0.0,8.115,3.8,0.63,1303.8,31.34,38.35,1.9,2.58,4.81,1.48,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2348,2022-02-22,Belize_Barrier_05,Caribbean,17.15491,-87.91192,Fore Reef,14.95,27.01,0.01,0.0,8.116,3.85,1.39,1322.0,31.46,42.99,1.88,2.55,8.05,5.99,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2349,2022-02-24,Belize_Barrier_05,Caribbean,17.16472,-87.90306,Fore Reef,15.34,27.33,0.28,0.0,8.042,3.31,0.34,1379.3,32.22,38.54,1.9,2.58,7.36,1.88,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2350,2022-03-01,Belize_Barrier_05,Caribbean,17.1448,-87.89927,Fore Reef,14.61,27.28,0.09,0.0,8.084,3.61,0.76,1504.5,33.86,35.72,1.91,2.59,6.04,0.14,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2351,2022-03-07,Belize_Barrier_05,Caribbean,17.16478,-87.90943,Fore Reef,15.32,27.55,0.18,0.0,8.092,3.68,0.54,1457.8,33.22,35.34,1.88,2.55,3.51,5.38,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2352,2022-03-13,Belize_Barrier_05,Caribbean,17.14927,-87.90254,Fore Reef,15.19,27.71,0.16,0.0,8.062,3.43,1.05,1610.5,30.98,45.63,1.87,2.53,7.4,7.78,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2353,2022-04-06,Belize_Barrier_05,Caribbean,17.13905,-87.8878,Fore Reef,15.22,28.29,0.0,0.0,8.066,3.42,1.15,1736.9,30.74,32.59,1.85,2.5,8.7,12.1,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2354,2022-04-08,Belize_Barrier_05,Caribbean,17.14694,-87.91291,Fore Reef,15.47,28.57,0.22,0.0,8.046,3.2,0.89,1629.2,34.04,41.08,1.91,2.59,1.38,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2355,2022-04-11,Belize_Barrier_05,Caribbean,17.15544,-87.90865,Fore Reef,14.98,28.81,0.37,0.0,8.05,3.3,0.5,1734.4,31.23,47.99,1.87,2.54,9.41,6.77,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2356,2022-04-26,Belize_Barrier_05,Caribbean,17.16138,-87.90464,Fore Reef,14.99,29.53,0.69,0.21,8.056,3.31,0.55,1864.8,29.29,34.21,1.87,2.54,7.28,6.77,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2357,2022-05-15,Belize_Barrier_05,Caribbean,17.15102,-87.90617,Fore Reef,14.74,29.31,0.05,0.07,8.028,3.1,0.22,1854.4,29.94,34.18,1.83,2.47,17.03,16.12,Medium,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2358,2022-05-19,Belize_Barrier_05,Caribbean,17.13828,-87.9081,Fore Reef,15.06,29.4,0.07,0.15,8.017,3.08,0.69,1924.7,30.3,36.74,1.86,2.52,13.4,8.95,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2359,2022-05-21,Belize_Barrier_05,Caribbean,17.15587,-87.89544,Fore Reef,15.17,29.85,0.49,0.47,8.041,3.22,0.44,1943.6,30.18,34.83,1.84,2.49,12.35,13.09,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2360,2022-06-02,Belize_Barrier_05,Caribbean,17.15225,-87.89946,Fore Reef,14.82,29.55,0.04,0.49,8.048,3.25,0.22,1930.7,30.46,30.89,1.91,2.59,5.38,0.32,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2361,2022-06-07,Belize_Barrier_05,Caribbean,17.14692,-87.90452,Fore Reef,15.17,29.59,0.04,0.72,8.077,3.48,2.15,1709.9,29.83,39.55,1.87,2.54,7.52,6.71,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2362,2022-07-15,Belize_Barrier_05,Caribbean,17.13697,-87.88755,Fore Reef,14.89,30.34,0.9,5.38,8.063,3.23,1.53,1613.2,28.66,42.06,1.82,2.45,20.6,17.88,Medium,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2363,2022-07-16,Belize_Barrier_05,Caribbean,17.16201,-87.89529,Fore Reef,15.35,29.55,0.13,0.65,8.076,3.34,0.73,1792.3,30.99,30.55,1.88,2.56,10.54,4.95,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2364,2022-07-26,Belize_Barrier_05,Caribbean,17.15002,-87.91349,Fore Reef,15.07,29.47,0.2,0.51,8.047,3.31,0.28,1811.5,29.47,42.01,1.84,2.49,11.01,13.51,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2365,2022-07-31,Belize_Barrier_05,Caribbean,17.14501,-87.91497,Fore Reef,14.93,29.2,0.02,0.0,8.052,3.36,0.39,1648.4,29.92,42.14,1.82,2.45,21.01,18.08,Medium,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2366,2022-08-08,Belize_Barrier_05,Caribbean,17.15163,-87.91021,Fore Reef,15.13,28.97,-0.04,0.0,8.056,3.4,0.22,1624.4,34.98,23.97,1.88,2.54,13.7,6.31,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2367,2022-08-13,Belize_Barrier_05,Caribbean,17.16465,-87.91331,Fore Reef,14.6,28.89,0.0,0.0,8.052,3.32,0.38,1650.8,29.4,50.22,1.88,2.55,8.63,5.04,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2368,2022-08-14,Belize_Barrier_05,Caribbean,17.13726,-87.89761,Fore Reef,15.44,28.47,-0.39,0.0,8.055,3.33,0.63,1526.2,30.01,27.26,1.85,2.51,12.24,11.32,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2369,2022-08-20,Belize_Barrier_05,Caribbean,17.15502,-87.90879,Fore Reef,14.7,29.17,0.47,0.0,8.058,3.32,0.27,1497.4,30.15,30.29,1.85,2.5,12.96,11.82,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2370,2022-08-28,Belize_Barrier_05,Caribbean,17.16008,-87.90705,Fore Reef,14.71,29.48,0.99,0.24,8.027,3.1,0.26,1463.3,30.19,37.66,1.87,2.54,6.71,7.01,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2371,2022-08-29,Belize_Barrier_05,Caribbean,17.15857,-87.91275,Fore Reef,15.49,28.59,0.13,0.0,8.083,3.44,0.13,1574.1,31.68,30.13,1.91,2.59,1.68,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2372,2022-09-12,Belize_Barrier_05,Caribbean,17.15456,-87.90067,Fore Reef,15.47,28.72,0.68,0.0,8.023,3.16,0.12,1386.3,31.29,48.08,1.89,2.56,12.56,4.4,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2373,2022-09-13,Belize_Barrier_05,Caribbean,17.13621,-87.91412,Fore Reef,15.24,28.09,0.08,0.0,8.038,3.15,0.36,1326.6,32.44,46.11,1.88,2.56,9.25,4.57,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2374,2022-09-16,Belize_Barrier_05,Caribbean,17.14148,-87.89297,Fore Reef,14.92,28.37,0.45,0.0,8.048,3.25,0.23,1296.8,32.35,32.8,1.89,2.56,7.65,3.77,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2375,2022-10-02,Belize_Barrier_05,Caribbean,17.14988,-87.89482,Fore Reef,14.91,27.84,0.42,0.0,8.067,3.47,1.11,1115.2,31.98,46.94,1.87,2.54,5.09,7.21,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2376,2022-10-10,Belize_Barrier_05,Caribbean,17.149,-87.89244,Fore Reef,15.07,27.04,-0.14,0.0,8.08,3.6,0.99,1201.6,33.81,31.5,1.91,2.59,7.41,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2377,2022-10-17,Belize_Barrier_05,Caribbean,17.14431,-87.88843,Fore Reef,14.63,27.23,0.25,0.0,8.076,3.59,1.61,1078.4,29.76,29.7,1.85,2.5,8.28,12.22,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2378,2022-10-27,Belize_Barrier_05,Caribbean,17.15541,-87.89813,Fore Reef,15.48,27.02,0.3,0.0,8.077,3.52,1.99,932.3,29.96,32.09,1.85,2.5,7.46,11.46,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2379,2022-11-08,Belize_Barrier_05,Caribbean,17.13703,-87.89872,Fore Reef,15.36,26.3,-0.14,0.0,8.129,3.99,0.51,1017.6,30.71,41.35,1.87,2.54,5.36,7.47,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2380,2022-11-09,Belize_Barrier_05,Caribbean,17.15124,-87.88631,Fore Reef,15.43,26.54,0.11,0.0,8.069,3.49,0.81,1050.7,29.19,40.5,1.87,2.54,11.62,7.04,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2381,2022-11-13,Belize_Barrier_05,Caribbean,17.16309,-87.9086,Fore Reef,14.86,26.79,0.44,0.0,8.083,3.65,1.47,923.1,31.41,44.59,1.86,2.52,8.6,9.58,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2382,2022-11-14,Belize_Barrier_05,Caribbean,17.14074,-87.89342,Fore Reef,14.66,26.71,0.38,0.0,8.098,3.79,0.17,997.3,31.91,39.11,1.89,2.56,6.77,3.98,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2383,2022-12-01,Belize_Barrier_05,Caribbean,17.15691,-87.90907,Fore Reef,15.19,26.71,0.62,0.0,8.078,3.64,0.69,996.7,31.68,31.5,1.89,2.57,4.69,2.98,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2384,2022-12-02,Belize_Barrier_05,Caribbean,17.15007,-87.90609,Fore Reef,14.9,26.34,0.25,0.0,8.046,3.34,0.89,884.1,31.02,27.72,1.9,2.58,7.96,2.3,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2385,2022-12-03,Belize_Barrier_05,Caribbean,17.15163,-87.91065,Fore Reef,14.5,26.14,0.06,0.0,8.092,3.74,0.12,981.3,30.74,27.7,1.86,2.51,6.31,10.49,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2386,2022-12-07,Belize_Barrier_05,Caribbean,17.14451,-87.89611,Fore Reef,14.78,26.52,0.47,0.0,8.053,3.45,1.73,928.6,31.63,37.43,1.87,2.54,13.21,7.05,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2387,2022-12-22,Belize_Barrier_05,Caribbean,17.15653,-87.88815,Fore Reef,15.36,26.2,0.2,0.0,8.078,3.66,0.3,1006.7,33.28,39.72,1.91,2.59,4.2,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2388,2023-01-05,Belize_Barrier_05,Caribbean,17.14473,-87.91232,Fore Reef,14.8,26.25,0.18,0.0,8.078,3.62,0.36,1111.7,31.26,40.14,1.88,2.55,10.16,5.88,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
