Record_ID,Date,Station_Name,Depth_m,pH_total,Aragonite_Saturation_Omega,Shannon_Diversity_H,Bleaching_Severity_Pct,Scientific_Attribution
1716,2019-02-06,Mesoamerican_Lagoon_04,2.29,8.116,3.8,2.21,6.55,Resultado obtenido mediante prototipo computacional del gemelo digital
1717,2019-03-03,Mesoamerican_Lagoon_04,2.63,8.073,3.51,2.25,1.28,Resultado obtenido mediante prototipo computacional del gemelo digital
1718,2019-03-05,Mesoamerican_Lagoon_04,2.04,8.043,3.24,2.26,1.61,Resultado obtenido mediante prototipo computacional del gemelo digital
1719,2019-03-08,Mesoamerican_Lagoon_04,2.38,8.113,3.84,2.22,5.81,Resultado obtenido mediante prototipo computacional del gemelo digital
1720,2019-03-12,Mesoamerican_Lagoon_04,2.12,8.073,3.45,2.21,8.34,Resultado obtenido mediante prototipo computacional del gemelo digital
1721,2019-03-24,Mesoamerican_Lagoon_04,2.28,8.095,3.71,2.2,11.39,Resultado obtenido mediante prototipo computacional del gemelo digital
1722,2019-03-29,Mesoamerican_Lagoon_04,2.17,8.071,3.46,2.26,5.81,Resultado obtenido mediante prototipo computacional del gemelo digital
1723,2019-04-02,Mesoamerican_Lagoon_04,2.46,8.072,3.54,2.18,1.61,Resultado obtenido mediante prototipo computacional del gemelo digital
1724,2019-04-09,Mesoamerican_Lagoon_04,2.48,8.059,3.45,2.22,5.13,Resultado obtenido mediante prototipo computacional del gemelo digital
1725,2019-04-20,Mesoamerican_Lagoon_04,2.47,8.015,3.11,2.23,2.72,Resultado obtenido mediante prototipo computacional del gemelo digital
1726,2019-04-23,Mesoamerican_Lagoon_04,2.47,8.027,3.18,2.2,10.42,Resultado obtenido mediante prototipo computacional del gemelo digital
1727,2019-05-04,Mesoamerican_Lagoon_04,2.86,8.066,3.41,2.19,5.76,Resultado obtenido mediante prototipo computacional del gemelo digital
1728,2019-05-07,Mesoamerican_Lagoon_04,2.47,8.037,3.13,2.12,14.4,Resultado obtenido mediante prototipo computacional del gemelo digital
1729,2019-05-14,Mesoamerican_Lagoon_04,2.91,8.091,3.44,2.25,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
1730,2019-05-15,Mesoamerican_Lagoon_04,2.04,8.053,3.35,2.25,7.09,Resultado obtenido mediante prototipo computacional del gemelo digital
1731,2019-05-19,Mesoamerican_Lagoon_04,2.28,8.069,3.39,2.25,4.35,Resultado obtenido mediante prototipo computacional del gemelo digital
1732,2019-05-22,Mesoamerican_Lagoon_04,2.77,8.041,3.21,2.19,7.03,Resultado obtenido mediante prototipo computacional del gemelo digital
1733,2019-06-15,Mesoamerican_Lagoon_04,2.33,8.047,3.27,2.23,8.47,Resultado obtenido mediante prototipo computacional del gemelo digital
1734,2019-06-16,Mesoamerican_Lagoon_04,2.51,8.047,3.19,2.2,9.65,Resultado obtenido mediante prototipo computacional del gemelo digital
1735,2019-06-24,Mesoamerican_Lagoon_04,2.11,8.03,3.09,2.24,9.98,Resultado obtenido mediante prototipo computacional del gemelo digital
1736,2019-07-04,Mesoamerican_Lagoon_04,2.19,8.043,3.18,2.2,8.6,Resultado obtenido mediante prototipo computacional del gemelo digital
1737,2019-07-09,Mesoamerican_Lagoon_04,2.5,8.005,2.99,2.16,11.75,Resultado obtenido mediante prototipo computacional del gemelo digital
1738,2019-07-17,Mesoamerican_Lagoon_04,2.3,8.097,3.57,2.22,3.68,Resultado obtenido mediante prototipo computacional del gemelo digital
1739,2019-07-23,Mesoamerican_Lagoon_04,2.93,8.055,3.3,2.18,6.96,Resultado obtenido mediante prototipo computacional del gemelo digital
1740,2019-07-27,Mesoamerican_Lagoon_04,2.85,8.052,3.38,2.2,10.41,Resultado obtenido mediante prototipo computacional del gemelo digital
1741,2019-08-08,Mesoamerican_Lagoon_04,2.13,8.071,3.42,2.26,8.86,Resultado obtenido mediante prototipo computacional del gemelo digital
1742,2019-08-17,Mesoamerican_Lagoon_04,2.07,8.065,3.44,2.24,2.44,Resultado obtenido mediante prototipo computacional del gemelo digital
1743,2019-09-14,Mesoamerican_Lagoon_04,2.63,8.066,3.49,2.22,4.95,Resultado obtenido mediante prototipo computacional del gemelo digital
1744,2019-09-29,Mesoamerican_Lagoon_04,2.28,8.058,3.27,2.23,2.0,Resultado obtenido mediante prototipo computacional del gemelo digital
1745,2019-10-03,Mesoamerican_Lagoon_04,2.05,8.071,3.49,2.22,7.81,Resultado obtenido mediante prototipo computacional del gemelo digital
1746,2019-10-11,Mesoamerican_Lagoon_04,2.72,8.08,3.57,2.23,4.52,Resultado obtenido mediante prototipo computacional del gemelo digital
1747,2019-10-12,Mesoamerican_Lagoon_04,2.11,8.083,3.61,2.21,5.36,Resultado obtenido mediante prototipo computacional del gemelo digital
1748,2019-11-28,Mesoamerican_Lagoon_04,2.24,8.074,3.61,2.25,7.22,Resultado obtenido mediante prototipo computacional del gemelo digital
1749,2019-12-08,Mesoamerican_Lagoon_04,2.51,8.075,3.64,2.18,8.5,Resultado obtenido mediante prototipo computacional del gemelo digital
1750,2019-12-11,Mesoamerican_Lagoon_04,2.99,8.08,3.65,2.19,7.06,Resultado obtenido mediante prototipo computacional del gemelo digital
1751,2019-12-15,Mesoamerican_Lagoon_04,2.87,8.06,3.53,2.22,7.49,Resultado obtenido mediante prototipo computacional del gemelo digital
1752,2019-12-20,Mesoamerican_Lagoon_04,2.92,8.059,3.45,2.21,5.07,Resultado obtenido mediante prototipo computacional del gemelo digital
1753,2020-01-12,Mesoamerican_Lagoon_04,2.56,8.113,3.82,2.25,6.47,Resultado obtenido mediante prototipo computacional del gemelo digital
1754,2020-01-15,Mesoamerican_Lagoon_04,2.01,8.09,3.72,2.23,2.67,Resultado obtenido mediante prototipo computacional del gemelo digital
1755,2020-01-20,Mesoamerican_Lagoon_04,2.03,8.066,3.52,2.25,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
1756,2020-01-23,Mesoamerican_Lagoon_04,2.94,8.042,3.31,2.16,8.5,Resultado obtenido mediante prototipo computacional del gemelo digital
1757,2020-02-04,Mesoamerican_Lagoon_04,2.56,8.098,3.65,2.26,9.12,Resultado obtenido mediante prototipo computacional del gemelo digital
1758,2020-02-05,Mesoamerican_Lagoon_04,2.55,8.064,3.51,2.19,7.21,Resultado obtenido mediante prototipo computacional del gemelo digital
1759,2020-02-22,Mesoamerican_Lagoon_04,2.99,8.094,3.68,2.24,4.35,Resultado obtenido mediante prototipo computacional del gemelo digital
1760,2020-02-25,Mesoamerican_Lagoon_04,2.15,8.039,3.28,2.23,8.69,Resultado obtenido mediante prototipo computacional del gemelo digital
1761,2020-03-10,Mesoamerican_Lagoon_04,2.33,8.091,3.53,2.26,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
1762,2020-03-16,Mesoamerican_Lagoon_04,2.3,8.071,3.52,2.21,9.42,Resultado obtenido mediante prototipo computacional del gemelo digital
1763,2020-04-01,Mesoamerican_Lagoon_04,2.65,8.037,3.24,2.2,13.96,Resultado obtenido mediante prototipo computacional del gemelo digital
1764,2020-04-15,Mesoamerican_Lagoon_04,2.39,8.033,3.25,2.14,12.75,Resultado obtenido mediante prototipo computacional del gemelo digital
1765,2020-04-22,Mesoamerican_Lagoon_04,2.09,8.072,3.43,2.26,6.15,Resultado obtenido mediante prototipo computacional del gemelo digital
1766,2020-04-25,Mesoamerican_Lagoon_04,2.5,8.021,3.11,2.19,12.39,Resultado obtenido mediante prototipo computacional del gemelo digital
1767,2020-04-30,Mesoamerican_Lagoon_04,2.32,8.036,3.24,2.24,12.72,Resultado obtenido mediante prototipo computacional del gemelo digital
1768,2020-05-08,Mesoamerican_Lagoon_04,2.63,8.043,3.28,2.21,11.76,Resultado obtenido mediante prototipo computacional del gemelo digital
1769,2020-05-11,Mesoamerican_Lagoon_04,2.69,8.045,3.23,2.2,12.19,Resultado obtenido mediante prototipo computacional del gemelo digital
1770,2020-05-25,Mesoamerican_Lagoon_04,2.63,8.04,3.2,2.23,7.97,Resultado obtenido mediante prototipo computacional del gemelo digital
1771,2020-05-26,Mesoamerican_Lagoon_04,2.03,8.062,3.38,2.21,11.62,Resultado obtenido mediante prototipo computacional del gemelo digital
1772,2020-06-01,Mesoamerican_Lagoon_04,2.79,8.041,3.19,2.2,11.62,Resultado obtenido mediante prototipo computacional del gemelo digital
1773,2020-06-03,Mesoamerican_Lagoon_04,2.77,8.022,3.17,2.18,9.54,Resultado obtenido mediante prototipo computacional del gemelo digital
1774,2020-06-06,Mesoamerican_Lagoon_04,2.86,8.034,3.12,2.24,10.19,Resultado obtenido mediante prototipo computacional del gemelo digital
1775,2020-07-05,Mesoamerican_Lagoon_04,2.91,8.01,2.96,2.18,9.56,Resultado obtenido mediante prototipo computacional del gemelo digital
1776,2020-07-29,Mesoamerican_Lagoon_04,2.88,8.045,3.18,1.82,82.69,Resultado obtenido mediante prototipo computacional del gemelo digital
1777,2020-07-30,Mesoamerican_Lagoon_04,2.1,8.045,3.08,1.78,94.49,Resultado obtenido mediante prototipo computacional del gemelo digital
1778,2020-07-31,Mesoamerican_Lagoon_04,2.41,8.053,3.29,1.8,90.81,Resultado obtenido mediante prototipo computacional del gemelo digital
1779,2020-08-25,Mesoamerican_Lagoon_04,2.11,8.043,3.25,2.23,7.43,Resultado obtenido mediante prototipo computacional del gemelo digital
1780,2020-08-27,Mesoamerican_Lagoon_04,2.22,8.033,3.15,2.26,5.35,Resultado obtenido mediante prototipo computacional del gemelo digital
1781,2020-09-03,Mesoamerican_Lagoon_04,2.48,8.052,3.28,2.22,12.18,Resultado obtenido mediante prototipo computacional del gemelo digital
1782,2020-09-08,Mesoamerican_Lagoon_04,2.69,8.039,3.19,2.23,5.23,Resultado obtenido mediante prototipo computacional del gemelo digital
1783,2020-09-24,Mesoamerican_Lagoon_04,2.81,8.042,3.26,2.22,7.28,Resultado obtenido mediante prototipo computacional del gemelo digital
1784,2020-10-02,Mesoamerican_Lagoon_04,2.86,8.046,3.33,2.17,13.21,Resultado obtenido mediante prototipo computacional del gemelo digital
1785,2020-10-20,Mesoamerican_Lagoon_04,2.34,8.053,3.42,2.26,4.45,Resultado obtenido mediante prototipo computacional del gemelo digital
1786,2020-10-21,Mesoamerican_Lagoon_04,2.12,8.112,3.79,2.25,2.16,Resultado obtenido mediante prototipo computacional del gemelo digital
1787,2020-10-29,Mesoamerican_Lagoon_04,2.19,8.083,3.6,2.22,7.44,Resultado obtenido mediante prototipo computacional del gemelo digital
1788,2020-11-04,Mesoamerican_Lagoon_04,2.6,8.078,3.54,2.23,5.7,Resultado obtenido mediante prototipo computacional del gemelo digital
1789,2020-11-29,Mesoamerican_Lagoon_04,2.82,8.097,3.79,2.22,4.37,Resultado obtenido mediante prototipo computacional del gemelo digital
1790,2020-12-18,Mesoamerican_Lagoon_04,2.89,8.103,3.77,2.26,6.29,Resultado obtenido mediante prototipo computacional del gemelo digital
1791,2020-12-22,Mesoamerican_Lagoon_04,2.96,8.088,3.72,2.25,1.63,Resultado obtenido mediante prototipo computacional del gemelo digital
1792,2020-12-26,Mesoamerican_Lagoon_04,2.25,8.061,3.59,2.23,2.75,Resultado obtenido mediante prototipo computacional del gemelo digital
1793,2021-01-04,Mesoamerican_Lagoon_04,2.12,8.083,3.64,2.23,5.25,Resultado obtenido mediante prototipo computacional del gemelo digital
1794,2021-01-05,Mesoamerican_Lagoon_04,2.57,8.093,3.76,2.26,1.95,Resultado obtenido mediante prototipo computacional del gemelo digital
1795,2021-01-12,Mesoamerican_Lagoon_04,2.24,8.076,3.62,2.26,6.46,Resultado obtenido mediante prototipo computacional del gemelo digital
1796,2021-01-21,Mesoamerican_Lagoon_04,2.51,8.073,3.58,2.26,5.14,Resultado obtenido mediante prototipo computacional del gemelo digital
1797,2021-01-24,Mesoamerican_Lagoon_04,2.01,8.102,3.8,2.22,3.21,Resultado obtenido mediante prototipo computacional del gemelo digital
1798,2021-01-25,Mesoamerican_Lagoon_04,2.85,8.056,3.42,2.23,9.34,Resultado obtenido mediante prototipo computacional del gemelo digital
1799,2021-01-31,Mesoamerican_Lagoon_04,2.48,8.044,3.23,2.26,8.5,Resultado obtenido mediante prototipo computacional del gemelo digital
1800,2021-02-03,Mesoamerican_Lagoon_04,3.0,8.104,3.76,2.13,9.24,Resultado obtenido mediante prototipo computacional del gemelo digital
1801,2021-02-20,Mesoamerican_Lagoon_04,2.91,8.077,3.54,2.23,9.22,Resultado obtenido mediante prototipo computacional del gemelo digital
1802,2021-02-26,Mesoamerican_Lagoon_04,2.33,8.078,3.49,2.25,6.37,Resultado obtenido mediante prototipo computacional del gemelo digital
1803,2021-03-13,Mesoamerican_Lagoon_04,2.38,8.068,3.5,2.19,4.92,Resultado obtenido mediante prototipo computacional del gemelo digital
1804,2021-03-17,Mesoamerican_Lagoon_04,2.9,8.041,3.31,2.23,8.2,Resultado obtenido mediante prototipo computacional del gemelo digital
1805,2021-03-23,Mesoamerican_Lagoon_04,2.45,8.071,3.42,2.24,6.27,Resultado obtenido mediante prototipo computacional del gemelo digital
1806,2021-03-30,Mesoamerican_Lagoon_04,2.31,8.043,3.31,2.23,5.79,Resultado obtenido mediante prototipo computacional del gemelo digital
1807,2021-03-31,Mesoamerican_Lagoon_04,2.0,8.062,3.33,2.24,8.64,Resultado obtenido mediante prototipo computacional del gemelo digital
1808,2021-04-05,Mesoamerican_Lagoon_04,2.02,8.079,3.55,2.23,10.76,Resultado obtenido mediante prototipo computacional del gemelo digital
1809,2021-04-22,Mesoamerican_Lagoon_04,2.04,8.038,3.17,2.23,12.37,Resultado obtenido mediante prototipo computacional del gemelo digital
1810,2021-05-07,Mesoamerican_Lagoon_04,2.68,8.064,3.4,2.25,3.94,Resultado obtenido mediante prototipo computacional del gemelo digital
1811,2021-05-25,Mesoamerican_Lagoon_04,2.48,8.057,3.23,2.19,13.22,Resultado obtenido mediante prototipo computacional del gemelo digital
1812,2021-06-05,Mesoamerican_Lagoon_04,2.47,8.056,3.28,2.13,13.35,Resultado obtenido mediante prototipo computacional del gemelo digital
1813,2021-06-10,Mesoamerican_Lagoon_04,2.01,8.057,3.32,2.16,13.6,Resultado obtenido mediante prototipo computacional del gemelo digital
1814,2021-06-19,Mesoamerican_Lagoon_04,2.49,8.046,3.25,2.21,10.64,Resultado obtenido mediante prototipo computacional del gemelo digital
1815,2021-07-02,Mesoamerican_Lagoon_04,2.76,8.066,3.3,2.21,8.09,Resultado obtenido mediante prototipo computacional del gemelo digital
1816,2021-07-04,Mesoamerican_Lagoon_04,2.37,8.052,3.26,2.21,5.88,Resultado obtenido mediante prototipo computacional del gemelo digital
1817,2021-07-09,Mesoamerican_Lagoon_04,2.7,8.044,3.17,2.23,5.1,Resultado obtenido mediante prototipo computacional del gemelo digital
1818,2021-07-10,Mesoamerican_Lagoon_04,2.55,8.035,3.07,2.19,4.83,Resultado obtenido mediante prototipo computacional del gemelo digital
1819,2021-07-17,Mesoamerican_Lagoon_04,2.29,8.011,3.12,2.18,7.32,Resultado obtenido mediante prototipo computacional del gemelo digital
1820,2021-07-21,Mesoamerican_Lagoon_04,2.33,8.06,3.33,2.18,9.02,Resultado obtenido mediante prototipo computacional del gemelo digital
1821,2021-07-24,Mesoamerican_Lagoon_04,2.55,8.038,3.21,2.18,12.07,Resultado obtenido mediante prototipo computacional del gemelo digital
1822,2021-07-26,Mesoamerican_Lagoon_04,2.45,8.024,3.12,2.21,8.83,Resultado obtenido mediante prototipo computacional del gemelo digital
1823,2021-07-27,Mesoamerican_Lagoon_04,2.99,8.054,3.21,2.21,5.38,Resultado obtenido mediante prototipo computacional del gemelo digital
1824,2021-07-28,Mesoamerican_Lagoon_04,2.27,8.072,3.44,2.26,6.53,Resultado obtenido mediante prototipo computacional del gemelo digital
1825,2021-08-06,Mesoamerican_Lagoon_04,2.71,8.05,3.35,2.25,3.02,Resultado obtenido mediante prototipo computacional del gemelo digital
1826,2021-08-08,Mesoamerican_Lagoon_04,2.27,8.057,3.27,2.17,8.12,Resultado obtenido mediante prototipo computacional del gemelo digital
1827,2021-08-15,Mesoamerican_Lagoon_04,2.81,8.022,3.19,2.19,11.7,Resultado obtenido mediante prototipo computacional del gemelo digital
1828,2021-08-20,Mesoamerican_Lagoon_04,2.88,8.016,3.16,2.23,11.21,Resultado obtenido mediante prototipo computacional del gemelo digital
1829,2021-08-23,Mesoamerican_Lagoon_04,2.41,8.041,3.2,2.18,9.96,Resultado obtenido mediante prototipo computacional del gemelo digital
1830,2021-09-06,Mesoamerican_Lagoon_04,2.78,8.047,3.35,2.17,9.11,Resultado obtenido mediante prototipo computacional del gemelo digital
1831,2021-09-12,Mesoamerican_Lagoon_04,2.51,8.049,3.29,2.23,2.22,Resultado obtenido mediante prototipo computacional del gemelo digital
1832,2021-09-16,Mesoamerican_Lagoon_04,2.81,8.031,3.11,2.17,8.79,Resultado obtenido mediante prototipo computacional del gemelo digital
1833,2021-09-20,Mesoamerican_Lagoon_04,2.04,8.036,3.21,2.19,12.0,Resultado obtenido mediante prototipo computacional del gemelo digital
1834,2021-09-23,Mesoamerican_Lagoon_04,2.41,8.051,3.36,2.25,9.05,Resultado obtenido mediante prototipo computacional del gemelo digital
1835,2021-09-29,Mesoamerican_Lagoon_04,2.02,8.09,3.68,2.22,3.94,Resultado obtenido mediante prototipo computacional del gemelo digital
1836,2021-10-02,Mesoamerican_Lagoon_04,2.79,8.069,3.55,2.26,5.41,Resultado obtenido mediante prototipo computacional del gemelo digital
1837,2021-10-07,Mesoamerican_Lagoon_04,2.56,8.07,3.55,2.22,7.69,Resultado obtenido mediante prototipo computacional del gemelo digital
1838,2021-10-21,Mesoamerican_Lagoon_04,2.03,8.062,3.37,2.23,5.35,Resultado obtenido mediante prototipo computacional del gemelo digital
1839,2021-10-26,Mesoamerican_Lagoon_04,2.04,8.085,3.65,2.23,12.54,Resultado obtenido mediante prototipo computacional del gemelo digital
1840,2021-10-30,Mesoamerican_Lagoon_04,2.27,8.056,3.48,2.26,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
1841,2021-11-01,Mesoamerican_Lagoon_04,2.45,8.086,3.67,2.23,6.0,Resultado obtenido mediante prototipo computacional del gemelo digital
1842,2021-11-10,Mesoamerican_Lagoon_04,2.78,8.081,3.7,2.25,6.19,Resultado obtenido mediante prototipo computacional del gemelo digital
1843,2021-11-11,Mesoamerican_Lagoon_04,2.37,8.073,3.58,2.17,9.06,Resultado obtenido mediante prototipo computacional del gemelo digital
1844,2021-12-15,Mesoamerican_Lagoon_04,2.52,8.06,3.54,2.22,6.88,Resultado obtenido mediante prototipo computacional del gemelo digital
1845,2021-12-22,Mesoamerican_Lagoon_04,2.71,8.096,3.69,2.26,6.87,Resultado obtenido mediante prototipo computacional del gemelo digital
1846,2022-01-05,Mesoamerican_Lagoon_04,2.59,8.038,3.38,2.24,5.29,Resultado obtenido mediante prototipo computacional del gemelo digital
1847,2022-01-12,Mesoamerican_Lagoon_04,2.97,8.116,3.84,2.21,8.62,Resultado obtenido mediante prototipo computacional del gemelo digital
1848,2022-01-18,Mesoamerican_Lagoon_04,2.61,8.093,3.69,2.26,3.99,Resultado obtenido mediante prototipo computacional del gemelo digital
1849,2022-01-23,Mesoamerican_Lagoon_04,2.03,8.075,3.52,2.23,2.82,Resultado obtenido mediante prototipo computacional del gemelo digital
1850,2022-02-04,Mesoamerican_Lagoon_04,2.55,8.063,3.51,2.24,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
1851,2022-02-06,Mesoamerican_Lagoon_04,2.75,8.076,3.61,2.26,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
1852,2022-02-10,Mesoamerican_Lagoon_04,2.45,8.125,3.86,2.26,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
1853,2022-02-23,Mesoamerican_Lagoon_04,2.53,8.058,3.37,2.21,9.75,Resultado obtenido mediante prototipo computacional del gemelo digital
1854,2022-03-01,Mesoamerican_Lagoon_04,2.21,8.075,3.52,2.24,7.56,Resultado obtenido mediante prototipo computacional del gemelo digital
1855,2022-03-05,Mesoamerican_Lagoon_04,2.02,8.078,3.52,2.25,5.28,Resultado obtenido mediante prototipo computacional del gemelo digital
1856,2022-03-06,Mesoamerican_Lagoon_04,2.09,8.075,3.54,2.21,13.31,Resultado obtenido mediante prototipo computacional del gemelo digital
1857,2022-03-21,Mesoamerican_Lagoon_04,2.64,8.068,3.41,2.26,6.66,Resultado obtenido mediante prototipo computacional del gemelo digital
1858,2022-03-24,Mesoamerican_Lagoon_04,2.64,8.014,2.98,2.17,8.08,Resultado obtenido mediante prototipo computacional del gemelo digital
1859,2022-04-04,Mesoamerican_Lagoon_04,2.74,8.052,3.34,2.19,10.06,Resultado obtenido mediante prototipo computacional del gemelo digital
1860,2022-04-07,Mesoamerican_Lagoon_04,2.35,8.055,3.38,2.21,7.26,Resultado obtenido mediante prototipo computacional del gemelo digital
1861,2022-04-09,Mesoamerican_Lagoon_04,3.0,8.076,3.55,2.26,8.39,Resultado obtenido mediante prototipo computacional del gemelo digital
1862,2022-04-25,Mesoamerican_Lagoon_04,2.97,8.06,3.3,2.17,13.76,Resultado obtenido mediante prototipo computacional del gemelo digital
1863,2022-05-21,Mesoamerican_Lagoon_04,2.35,8.032,3.21,2.16,13.48,Resultado obtenido mediante prototipo computacional del gemelo digital
1864,2022-05-23,Mesoamerican_Lagoon_04,2.11,8.083,3.47,2.2,7.22,Resultado obtenido mediante prototipo computacional del gemelo digital
1865,2022-06-01,Mesoamerican_Lagoon_04,2.44,8.037,3.14,2.16,10.35,Resultado obtenido mediante prototipo computacional del gemelo digital
1866,2022-06-03,Mesoamerican_Lagoon_04,2.7,8.025,3.06,2.2,2.75,Resultado obtenido mediante prototipo computacional del gemelo digital
1867,2022-06-07,Mesoamerican_Lagoon_04,2.34,8.03,3.23,2.2,10.13,Resultado obtenido mediante prototipo computacional del gemelo digital
1868,2022-06-17,Mesoamerican_Lagoon_04,2.47,8.039,3.25,2.24,12.5,Resultado obtenido mediante prototipo computacional del gemelo digital
1869,2022-06-25,Mesoamerican_Lagoon_04,2.31,8.061,3.36,2.18,9.51,Resultado obtenido mediante prototipo computacional del gemelo digital
1870,2022-06-30,Mesoamerican_Lagoon_04,2.68,8.022,3.1,2.21,14.07,Resultado obtenido mediante prototipo computacional del gemelo digital
1871,2022-07-04,Mesoamerican_Lagoon_04,2.14,8.026,3.12,2.22,9.39,Resultado obtenido mediante prototipo computacional del gemelo digital
1872,2022-07-14,Mesoamerican_Lagoon_04,2.02,8.013,3.02,2.18,3.77,Resultado obtenido mediante prototipo computacional del gemelo digital
1873,2022-07-26,Mesoamerican_Lagoon_04,2.54,8.022,3.07,2.19,11.37,Resultado obtenido mediante prototipo computacional del gemelo digital
1874,2022-07-29,Mesoamerican_Lagoon_04,2.12,8.048,3.19,2.2,15.57,Resultado obtenido mediante prototipo computacional del gemelo digital
1875,2022-07-30,Mesoamerican_Lagoon_04,2.19,8.026,3.16,2.24,5.27,Resultado obtenido mediante prototipo computacional del gemelo digital
1876,2022-08-17,Mesoamerican_Lagoon_04,2.42,8.046,3.3,2.22,9.17,Resultado obtenido mediante prototipo computacional del gemelo digital
1877,2022-08-19,Mesoamerican_Lagoon_04,2.54,8.058,3.2,2.21,9.32,Resultado obtenido mediante prototipo computacional del gemelo digital
1878,2022-08-22,Mesoamerican_Lagoon_04,2.8,8.02,3.12,2.26,8.92,Resultado obtenido mediante prototipo computacional del gemelo digital
1879,2022-08-30,Mesoamerican_Lagoon_04,2.96,8.036,3.21,2.26,5.74,Resultado obtenido mediante prototipo computacional del gemelo digital
1880,2022-09-04,Mesoamerican_Lagoon_04,2.15,8.057,3.38,2.2,6.26,Resultado obtenido mediante prototipo computacional del gemelo digital
1881,2022-09-11,Mesoamerican_Lagoon_04,2.98,8.054,3.36,2.23,6.51,Resultado obtenido mediante prototipo computacional del gemelo digital
1882,2022-09-14,Mesoamerican_Lagoon_04,2.14,8.057,3.34,2.25,3.27,Resultado obtenido mediante prototipo computacional del gemelo digital
1883,2022-09-21,Mesoamerican_Lagoon_04,2.71,8.062,3.49,2.26,4.0,Resultado obtenido mediante prototipo computacional del gemelo digital
1884,2022-10-03,Mesoamerican_Lagoon_04,2.22,8.063,3.49,2.26,10.0,Resultado obtenido mediante prototipo computacional del gemelo digital
1885,2022-10-08,Mesoamerican_Lagoon_04,2.46,8.057,3.44,2.24,0.25,Resultado obtenido mediante prototipo computacional del gemelo digital
1886,2022-10-14,Mesoamerican_Lagoon_04,2.61,8.078,3.54,2.26,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
1887,2022-10-17,Mesoamerican_Lagoon_04,2.96,8.053,3.4,2.22,6.57,Resultado obtenido mediante prototipo computacional del gemelo digital
1888,2022-10-27,Mesoamerican_Lagoon_04,2.34,8.075,3.57,2.26,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
1889,2022-11-24,Mesoamerican_Lagoon_04,2.9,8.081,3.58,2.25,13.11,Resultado obtenido mediante prototipo computacional del gemelo digital
1890,2022-12-02,Mesoamerican_Lagoon_04,2.37,8.09,3.79,2.26,3.57,Resultado obtenido mediante prototipo computacional del gemelo digital
1891,2022-12-11,Mesoamerican_Lagoon_04,2.66,8.108,3.79,2.2,8.22,Resultado obtenido mediante prototipo computacional del gemelo digital
1892,2022-12-13,Mesoamerican_Lagoon_04,2.94,8.075,3.57,2.14,13.19,Resultado obtenido mediante prototipo computacional del gemelo digital
1893,2022-12-14,Mesoamerican_Lagoon_04,2.63,8.056,3.42,2.19,10.63,Resultado obtenido mediante prototipo computacional del gemelo digital
1894,2022-12-20,Mesoamerican_Lagoon_04,2.29,8.113,3.82,2.23,8.4,Resultado obtenido mediante prototipo computacional del gemelo digital
1895,2022-12-25,Mesoamerican_Lagoon_04,2.82,8.089,3.72,2.2,8.72,Resultado obtenido mediante prototipo computacional del gemelo digital
1896,2022-12-28,Mesoamerican_Lagoon_04,2.81,8.092,3.7,2.26,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
1897,2022-12-30,Mesoamerican_Lagoon_04,2.34,8.051,3.39,2.2,3.79,Resultado obtenido mediante prototipo computacional del gemelo digital
1898,2023-01-02,Mesoamerican_Lagoon_04,2.84,8.084,3.66,2.19,3.94,Resultado obtenido mediante prototipo computacional del gemelo digital
1899,2023-01-10,Mesoamerican_Lagoon_04,2.09,8.075,3.58,2.24,1.64,Resultado obtenido mediante prototipo computacional del gemelo digital
1900,2023-02-04,Mesoamerican_Lagoon_04,2.63,8.052,3.46,2.2,8.45,Resultado obtenido mediante prototipo computacional del gemelo digital
1901,2023-02-17,Mesoamerican_Lagoon_04,2.76,8.062,3.5,2.26,7.27,Resultado obtenido mediante prototipo computacional del gemelo digital
1902,2023-02-26,Mesoamerican_Lagoon_04,2.85,8.086,3.57,2.24,4.56,Resultado obtenido mediante prototipo computacional del gemelo digital
1903,2023-02-28,Mesoamerican_Lagoon_04,2.47,8.083,3.53,2.23,8.31,Resultado obtenido mediante prototipo computacional del gemelo digital
1904,2023-03-10,Mesoamerican_Lagoon_04,2.66,8.06,3.39,2.2,16.8,Resultado obtenido mediante prototipo computacional del gemelo digital
1905,2023-03-13,Mesoamerican_Lagoon_04,2.03,8.013,3.05,2.21,8.18,Resultado obtenido mediante prototipo computacional del gemelo digital
1906,2023-03-17,Mesoamerican_Lagoon_04,2.17,8.084,3.6,2.21,0.33,Resultado obtenido mediante prototipo computacional del gemelo digital
1907,2023-03-24,Mesoamerican_Lagoon_04,2.15,8.077,3.55,2.24,1.05,Resultado obtenido mediante prototipo computacional del gemelo digital
1908,2023-03-26,Mesoamerican_Lagoon_04,2.57,8.074,3.49,2.26,0.0,Resultado obtenido mediante prototipo computacional del gemelo digital
