Record_ID,Date,Latitude,Longitude,Turbidity_NTU,PAR_umol_m2_s,B2_Blue_Reflectance,B3_Green_Reflectance,B4_Red_Reflectance,B8_NIR_Reflectance,Kd_490_m_inv,Scientific_Attribution
832,2021-06-17,18.27936,-87.82967,0.61,1820.4,0.0499,0.0608,0.0233,0.0038,0.062,Resultado obtenido mediante prototipo computacional del gemelo digital
833,2021-06-28,18.2733,-87.82102,3.33,1656.3,0.0457,0.0628,0.0242,0.0029,0.185,Resultado obtenido mediante prototipo computacional del gemelo digital
834,2021-07-01,18.28441,-87.82338,0.28,1759.1,0.0425,0.0567,0.0186,0.0035,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
835,2021-07-11,18.29098,-87.83321,1.1,1718.4,0.0468,0.0582,0.0242,0.0022,0.084,Resultado obtenido mediante prototipo computacional del gemelo digital
836,2021-07-15,18.26597,-87.82162,0.7,1780.1,0.0409,0.063,0.023,0.0034,0.066,Resultado obtenido mediante prototipo computacional del gemelo digital
837,2021-07-16,18.28182,-87.80762,0.41,1732.5,0.0405,0.065,0.0214,0.0038,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
838,2021-07-21,18.2743,-87.82197,0.2,1804.3,0.0499,0.0622,0.0222,0.0032,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
839,2021-07-29,18.28784,-87.81182,0.39,1668.7,0.0432,0.0681,0.0228,0.0034,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
840,2021-07-30,18.26898,-87.81286,0.24,1663.1,0.0401,0.0634,0.0182,0.0029,0.046,Resultado obtenido mediante prototipo computacional del gemelo digital
841,2021-08-05,18.28669,-87.80591,1.47,1503.9,0.046,0.0591,0.02,0.0024,0.101,Resultado obtenido mediante prototipo computacional del gemelo digital
842,2021-08-18,18.28647,-87.82543,0.2,1582.7,0.0445,0.0579,0.0192,0.0039,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
843,2021-08-20,18.29318,-87.8151,0.14,1539.0,0.0429,0.0683,0.0206,0.0032,0.041,Resultado obtenido mediante prototipo computacional del gemelo digital
844,2021-08-28,18.2717,-87.83011,0.72,1355.9,0.0419,0.0587,0.0178,0.0039,0.067,Resultado obtenido mediante prototipo computacional del gemelo digital
845,2021-09-14,18.27585,-87.82673,0.18,1320.8,0.0403,0.059,0.0227,0.0035,0.043,Resultado obtenido mediante prototipo computacional del gemelo digital
846,2021-09-16,18.27794,-87.82322,0.4,1351.9,0.0412,0.0626,0.0219,0.004,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
847,2021-10-10,18.28205,-87.83488,0.36,1201.2,0.0439,0.0683,0.0193,0.003,0.051,Resultado obtenido mediante prototipo computacional del gemelo digital
848,2021-10-11,18.27535,-87.8103,0.47,1122.5,0.0495,0.0558,0.0225,0.0023,0.056,Resultado obtenido mediante prototipo computacional del gemelo digital
849,2021-10-15,18.27045,-87.81696,0.2,1167.2,0.0404,0.0625,0.0203,0.0035,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
850,2021-10-30,18.28559,-87.82512,0.62,1033.4,0.0414,0.063,0.0171,0.0035,0.063,Resultado obtenido mediante prototipo computacional del gemelo digital
851,2021-11-01,18.28283,-87.82747,0.81,1060.2,0.0483,0.0609,0.0188,0.0033,0.071,Resultado obtenido mediante prototipo computacional del gemelo digital
852,2021-11-04,18.27462,-87.82222,0.18,978.7,0.0491,0.055,0.0181,0.0026,0.043,Resultado obtenido mediante prototipo computacional del gemelo digital
853,2021-11-06,18.27225,-87.81733,0.51,1005.9,0.0419,0.0598,0.0222,0.003,0.058,Resultado obtenido mediante prototipo computacional del gemelo digital
854,2021-11-10,18.27003,-87.83031,0.8,940.5,0.0414,0.0646,0.0236,0.0034,0.071,Resultado obtenido mediante prototipo computacional del gemelo digital
855,2021-11-13,18.27563,-87.80988,0.21,1032.9,0.0403,0.0648,0.0202,0.0024,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
856,2021-11-30,18.27664,-87.81519,0.16,973.3,0.0423,0.0543,0.0188,0.003,0.042,Resultado obtenido mediante prototipo computacional del gemelo digital
857,2021-12-02,18.2792,-87.81144,0.93,990.2,0.0485,0.0698,0.023,0.0027,0.077,Resultado obtenido mediante prototipo computacional del gemelo digital
858,2021-12-10,18.28263,-87.83147,1.2,917.9,0.0449,0.0608,0.0235,0.0022,0.089,Resultado obtenido mediante prototipo computacional del gemelo digital
859,2021-12-20,18.27038,-87.82867,0.31,1030.1,0.0418,0.0628,0.0217,0.0023,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
860,2021-12-21,18.28482,-87.8337,0.9,989.1,0.0403,0.0555,0.0228,0.0022,0.076,Resultado obtenido mediante prototipo computacional del gemelo digital
861,2021-12-24,18.27687,-87.82487,0.14,1033.2,0.0485,0.0667,0.0173,0.0036,0.041,Resultado obtenido mediante prototipo computacional del gemelo digital
862,2021-12-28,18.26669,-87.80739,0.36,1022.5,0.0479,0.0675,0.0229,0.0027,0.051,Resultado obtenido mediante prototipo computacional del gemelo digital
863,2022-01-01,18.29474,-87.82493,0.92,995.9,0.0407,0.0633,0.0232,0.004,0.076,Resultado obtenido mediante prototipo computacional del gemelo digital
864,2022-02-02,18.28287,-87.81966,0.86,1173.0,0.0478,0.0655,0.02,0.0027,0.074,Resultado obtenido mediante prototipo computacional del gemelo digital
865,2022-02-10,18.27006,-87.82235,0.15,1317.9,0.0474,0.0681,0.0196,0.003,0.042,Resultado obtenido mediante prototipo computacional del gemelo digital
866,2022-02-16,18.27774,-87.82472,0.55,1265.1,0.0499,0.0586,0.0189,0.0037,0.06,Resultado obtenido mediante prototipo computacional del gemelo digital
867,2022-02-18,18.28817,-87.81587,0.32,1352.8,0.0409,0.0573,0.0172,0.0023,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
868,2022-02-19,18.29343,-87.81448,0.3,1350.9,0.0425,0.0558,0.0203,0.0032,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
869,2022-03-05,18.26876,-87.81233,0.36,1464.9,0.0461,0.0672,0.023,0.003,0.051,Resultado obtenido mediante prototipo computacional del gemelo digital
870,2022-03-07,18.29172,-87.82586,0.47,1464.1,0.0427,0.066,0.0198,0.0024,0.056,Resultado obtenido mediante prototipo computacional del gemelo digital
871,2022-03-08,18.28214,-87.83177,0.79,1423.3,0.0408,0.0589,0.0245,0.0021,0.071,Resultado obtenido mediante prototipo computacional del gemelo digital
872,2022-03-11,18.27102,-87.83453,0.82,1434.7,0.0461,0.0601,0.0175,0.0024,0.072,Resultado obtenido mediante prototipo computacional del gemelo digital
873,2022-03-12,18.29153,-87.81198,0.36,1524.5,0.0465,0.0696,0.0171,0.0023,0.051,Resultado obtenido mediante prototipo computacional del gemelo digital
874,2022-03-15,18.29175,-87.82324,0.3,1538.5,0.0488,0.0628,0.0237,0.0031,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
875,2022-03-18,18.29049,-87.81529,0.33,1512.5,0.0417,0.0671,0.0218,0.0039,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
876,2022-03-20,18.27345,-87.81569,0.19,1621.0,0.0431,0.06,0.0194,0.0023,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
877,2022-04-05,18.27174,-87.80783,0.17,1688.3,0.0455,0.0569,0.0229,0.0039,0.043,Resultado obtenido mediante prototipo computacional del gemelo digital
878,2022-04-14,18.26578,-87.82056,0.99,1696.3,0.0493,0.0586,0.0214,0.0027,0.08,Resultado obtenido mediante prototipo computacional del gemelo digital
879,2022-04-16,18.29135,-87.81906,0.53,1792.1,0.0453,0.0634,0.0238,0.0023,0.059,Resultado obtenido mediante prototipo computacional del gemelo digital
880,2022-04-17,18.29253,-87.83261,1.3,1695.1,0.0465,0.054,0.0249,0.0036,0.094,Resultado obtenido mediante prototipo computacional del gemelo digital
881,2022-04-22,18.28821,-87.80864,0.37,1806.3,0.0492,0.0698,0.0231,0.0033,0.052,Resultado obtenido mediante prototipo computacional del gemelo digital
882,2022-04-26,18.29252,-87.82585,0.74,1735.9,0.0443,0.0559,0.0176,0.0039,0.068,Resultado obtenido mediante prototipo computacional del gemelo digital
883,2022-05-02,18.28384,-87.80864,0.78,1788.1,0.0469,0.0565,0.0228,0.0027,0.07,Resultado obtenido mediante prototipo computacional del gemelo digital
884,2022-05-18,18.27918,-87.82665,0.86,1812.3,0.0405,0.0669,0.0248,0.003,0.074,Resultado obtenido mediante prototipo computacional del gemelo digital
885,2022-05-27,18.27172,-87.81497,0.32,1905.9,0.0411,0.0549,0.0181,0.0033,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
886,2022-05-29,18.28786,-87.82507,0.52,1854.6,0.0438,0.0668,0.022,0.0038,0.058,Resultado obtenido mediante prototipo computacional del gemelo digital
887,2022-06-09,18.27902,-87.82927,0.63,1889.5,0.0481,0.0691,0.0202,0.0035,0.063,Resultado obtenido mediante prototipo computacional del gemelo digital
888,2022-06-15,18.27114,-87.80752,1.0,1833.0,0.0481,0.0619,0.0245,0.0039,0.08,Resultado obtenido mediante prototipo computacional del gemelo digital
889,2022-06-23,18.28304,-87.82296,0.2,1875.6,0.0406,0.065,0.0175,0.0024,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
890,2022-06-27,18.26685,-87.82091,0.27,1823.0,0.0412,0.0662,0.0226,0.003,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
891,2022-06-28,18.27188,-87.80851,0.73,1764.1,0.0436,0.0646,0.0223,0.0021,0.068,Resultado obtenido mediante prototipo computacional del gemelo digital
892,2022-07-04,18.2749,-87.8153,1.47,1755.9,0.0421,0.0643,0.0222,0.0036,0.101,Resultado obtenido mediante prototipo computacional del gemelo digital
893,2022-07-11,18.28806,-87.81845,0.39,1729.8,0.0415,0.0541,0.0182,0.0029,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
894,2022-07-12,18.28017,-87.8253,0.19,1841.0,0.0406,0.0543,0.0179,0.002,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
895,2022-07-14,18.27464,-87.80855,0.26,1727.4,0.0452,0.0656,0.0174,0.0022,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
896,2022-07-22,18.28242,-87.80971,0.62,1740.6,0.0499,0.0593,0.0176,0.0032,0.063,Resultado obtenido mediante prototipo computacional del gemelo digital
897,2022-07-31,18.29281,-87.80938,0.23,1659.3,0.0416,0.0617,0.0225,0.0029,0.045,Resultado obtenido mediante prototipo computacional del gemelo digital
898,2022-08-02,18.2914,-87.82736,0.67,1590.2,0.0432,0.0608,0.0246,0.003,0.065,Resultado obtenido mediante prototipo computacional del gemelo digital
899,2022-08-03,18.29487,-87.81915,0.66,1653.3,0.0407,0.0657,0.0212,0.0029,0.065,Resultado obtenido mediante prototipo computacional del gemelo digital
900,2022-08-09,18.27661,-87.82124,0.13,1621.3,0.0467,0.0676,0.0227,0.0036,0.041,Resultado obtenido mediante prototipo computacional del gemelo digital
901,2022-08-12,18.28485,-87.8064,0.11,1610.4,0.0429,0.056,0.0238,0.0023,0.04,Resultado obtenido mediante prototipo computacional del gemelo digital
902,2022-08-16,18.28266,-87.83089,0.26,1620.7,0.0489,0.0632,0.0186,0.0034,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
903,2022-08-20,18.28571,-87.82294,1.81,1461.6,0.0415,0.058,0.0188,0.0039,0.116,Resultado obtenido mediante prototipo computacional del gemelo digital
904,2022-08-22,18.28554,-87.80748,0.5,1455.3,0.043,0.0561,0.0226,0.0037,0.058,Resultado obtenido mediante prototipo computacional del gemelo digital
905,2022-08-26,18.28893,-87.82429,0.81,1459.4,0.0426,0.0655,0.0206,0.0021,0.071,Resultado obtenido mediante prototipo computacional del gemelo digital
906,2022-08-29,18.28895,-87.807,0.14,1493.7,0.041,0.0591,0.0212,0.0033,0.041,Resultado obtenido mediante prototipo computacional del gemelo digital
907,2022-09-09,18.28167,-87.80872,0.33,1377.7,0.0479,0.0607,0.0176,0.0024,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
908,2022-09-10,18.26558,-87.82984,1.15,1273.8,0.0471,0.0627,0.0193,0.0021,0.087,Resultado obtenido mediante prototipo computacional del gemelo digital
909,2022-09-17,18.28392,-87.81711,0.53,1311.4,0.045,0.0564,0.0173,0.0036,0.059,Resultado obtenido mediante prototipo computacional del gemelo digital
910,2022-09-26,18.28396,-87.83003,0.69,1145.3,0.0449,0.0646,0.0242,0.0031,0.066,Resultado obtenido mediante prototipo computacional del gemelo digital
911,2022-09-27,18.28301,-87.83093,0.55,1189.3,0.0443,0.0676,0.0237,0.0031,0.06,Resultado obtenido mediante prototipo computacional del gemelo digital
912,2022-09-29,18.28348,-87.80508,0.67,1110.0,0.0495,0.0623,0.0196,0.0023,0.065,Resultado obtenido mediante prototipo computacional del gemelo digital
913,2022-10-13,18.27375,-87.82536,0.19,1144.9,0.0477,0.067,0.0174,0.0038,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
914,2022-10-27,18.27044,-87.82442,1.7,1026.6,0.0495,0.0615,0.0221,0.0022,0.112,Resultado obtenido mediante prototipo computacional del gemelo digital
915,2022-11-07,18.26651,-87.82287,0.29,920.1,0.041,0.0639,0.0193,0.0037,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
916,2022-11-13,18.26558,-87.81983,0.6,942.9,0.0413,0.0643,0.0224,0.0038,0.062,Resultado obtenido mediante prototipo computacional del gemelo digital
917,2022-11-24,18.26905,-87.81377,0.64,913.8,0.0452,0.0573,0.019,0.0023,0.064,Resultado obtenido mediante prototipo computacional del gemelo digital
918,2022-11-29,18.28723,-87.81474,1.12,919.4,0.0452,0.0692,0.023,0.0022,0.085,Resultado obtenido mediante prototipo computacional del gemelo digital
919,2022-12-06,18.27488,-87.81438,0.46,1048.7,0.0408,0.0696,0.0189,0.0023,0.056,Resultado obtenido mediante prototipo computacional del gemelo digital
920,2022-12-10,18.27186,-87.80506,0.21,1026.2,0.0422,0.0596,0.0224,0.003,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
921,2022-12-23,18.27223,-87.81135,1.13,946.8,0.0467,0.0675,0.0224,0.003,0.086,Resultado obtenido mediante prototipo computacional del gemelo digital
922,2022-12-26,18.26706,-87.82395,0.28,1099.1,0.0461,0.0543,0.0186,0.0035,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
923,2022-12-27,18.29156,-87.81646,0.54,1013.4,0.0458,0.0642,0.0175,0.0023,0.059,Resultado obtenido mediante prototipo computacional del gemelo digital
924,2023-01-01,18.27655,-87.8319,0.24,1057.9,0.0456,0.0665,0.0172,0.0031,0.046,Resultado obtenido mediante prototipo computacional del gemelo digital
925,2023-01-08,18.28989,-87.83026,1.04,990.1,0.0483,0.059,0.0229,0.0038,0.082,Resultado obtenido mediante prototipo computacional del gemelo digital
926,2023-01-27,18.26761,-87.81521,0.67,1177.7,0.0473,0.0661,0.0236,0.0032,0.065,Resultado obtenido mediante prototipo computacional del gemelo digital
927,2023-01-29,18.26961,-87.83216,0.33,1202.1,0.0444,0.0609,0.0178,0.002,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
928,2023-02-06,18.26529,-87.82508,1.54,1172.8,0.0478,0.062,0.0172,0.0033,0.104,Resultado obtenido mediante prototipo computacional del gemelo digital
929,2023-02-13,18.29069,-87.82374,2.01,1192.4,0.0474,0.0691,0.0235,0.0038,0.125,Resultado obtenido mediante prototipo computacional del gemelo digital
930,2023-02-28,18.27938,-87.82055,0.24,1419.4,0.0416,0.055,0.0171,0.0039,0.046,Resultado obtenido mediante prototipo computacional del gemelo digital
931,2023-03-20,18.27942,-87.81584,0.32,1547.1,0.0477,0.0577,0.0239,0.0031,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
932,2023-03-21,18.28619,-87.83464,1.36,1454.8,0.0459,0.0639,0.0235,0.0023,0.096,Resultado obtenido mediante prototipo computacional del gemelo digital
933,2023-05-21,18.2721,-87.81616,1.33,1890.4,0.0495,0.069,0.0235,0.0035,0.095,Resultado obtenido mediante prototipo computacional del gemelo digital
934,2023-05-29,18.26594,-87.8315,0.64,1878.8,0.0412,0.0692,0.0185,0.0021,0.064,Resultado obtenido mediante prototipo computacional del gemelo digital
935,2023-06-02,18.28182,-87.81747,1.4,1831.8,0.0452,0.0666,0.0226,0.0024,0.098,Resultado obtenido mediante prototipo computacional del gemelo digital
936,2023-06-08,18.27959,-87.82671,0.64,1817.6,0.0479,0.0616,0.0228,0.0038,0.064,Resultado obtenido mediante prototipo computacional del gemelo digital
937,2023-06-19,18.27056,-87.83382,0.2,1852.0,0.0469,0.0589,0.0225,0.0026,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
938,2023-07-18,18.2655,-87.82965,0.53,1790.0,0.0494,0.0562,0.0184,0.0034,0.059,Resultado obtenido mediante prototipo computacional del gemelo digital
939,2023-07-22,18.26958,-87.82457,1.23,1576.3,0.044,0.0603,0.0197,0.0039,0.09,Resultado obtenido mediante prototipo computacional del gemelo digital
940,2023-07-26,18.27816,-87.80553,0.81,1734.1,0.0466,0.062,0.0181,0.0022,0.071,Resultado obtenido mediante prototipo computacional del gemelo digital
941,2023-07-27,18.27898,-87.82989,0.46,1690.2,0.049,0.0581,0.0183,0.0038,0.056,Resultado obtenido mediante prototipo computacional del gemelo digital
942,2023-07-28,18.27869,-87.81789,0.58,1660.4,0.0454,0.0675,0.0193,0.0031,0.061,Resultado obtenido mediante prototipo computacional del gemelo digital
943,2023-07-29,18.27898,-87.81898,0.24,1675.4,0.044,0.0627,0.0235,0.0032,0.046,Resultado obtenido mediante prototipo computacional del gemelo digital
944,2023-08-02,18.27514,-87.81771,0.47,1585.9,0.0436,0.06,0.023,0.0023,0.056,Resultado obtenido mediante prototipo computacional del gemelo digital
945,2023-08-06,18.28601,-87.81392,0.43,1557.8,0.0487,0.0556,0.0229,0.0029,0.054,Resultado obtenido mediante prototipo computacional del gemelo digital
946,2023-08-10,18.26539,-87.82563,0.31,1625.0,0.0484,0.069,0.0178,0.0025,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
947,2023-08-11,18.26639,-87.83048,0.27,1539.3,0.0482,0.0611,0.0226,0.0025,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
948,2023-08-12,18.27531,-87.80589,0.49,1601.8,0.0406,0.0619,0.0197,0.002,0.057,Resultado obtenido mediante prototipo computacional del gemelo digital
949,2023-08-31,18.27348,-87.82579,0.71,1432.2,0.0431,0.0659,0.0235,0.0037,0.067,Resultado obtenido mediante prototipo computacional del gemelo digital
950,2023-09-12,18.28745,-87.81694,0.79,1323.1,0.0468,0.0668,0.0197,0.002,0.071,Resultado obtenido mediante prototipo computacional del gemelo digital
951,2023-09-25,18.27351,-87.80754,2.16,1179.0,0.0447,0.0585,0.0182,0.0025,0.132,Resultado obtenido mediante prototipo computacional del gemelo digital
952,2023-09-26,18.27926,-87.83242,0.39,1256.6,0.0476,0.0665,0.0233,0.0023,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
953,2023-09-30,18.28187,-87.80618,0.46,1256.7,0.0463,0.0583,0.0181,0.0027,0.056,Resultado obtenido mediante prototipo computacional del gemelo digital
954,2023-10-05,18.27169,-87.82226,0.85,1105.5,0.0448,0.0595,0.0184,0.0028,0.073,Resultado obtenido mediante prototipo computacional del gemelo digital
955,2023-10-08,18.27748,-87.80758,1.01,1141.7,0.0443,0.0692,0.0177,0.0023,0.08,Resultado obtenido mediante prototipo computacional del gemelo digital
956,2023-10-10,18.2864,-87.82415,0.11,1197.8,0.0412,0.0669,0.0197,0.0035,0.04,Resultado obtenido mediante prototipo computacional del gemelo digital
957,2023-10-29,18.28739,-87.82466,0.39,1026.2,0.046,0.0616,0.0176,0.0035,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
958,2023-11-08,18.27237,-87.81782,0.63,1012.4,0.0433,0.0563,0.0208,0.0032,0.063,Resultado obtenido mediante prototipo computacional del gemelo digital
959,2023-11-19,18.27096,-87.80984,0.25,1043.9,0.05,0.0639,0.0214,0.0024,0.046,Resultado obtenido mediante prototipo computacional del gemelo digital
960,2023-11-20,18.2915,-87.83173,0.37,954.6,0.0497,0.0629,0.0193,0.0033,0.052,Resultado obtenido mediante prototipo computacional del gemelo digital
961,2023-12-06,18.27971,-87.81635,1.98,976.3,0.0407,0.058,0.022,0.0037,0.124,Resultado obtenido mediante prototipo computacional del gemelo digital
962,2023-12-09,18.27504,-87.81977,0.58,1041.3,0.0445,0.0566,0.0231,0.003,0.061,Resultado obtenido mediante prototipo computacional del gemelo digital
963,2023-12-17,18.27244,-87.82599,0.84,932.0,0.0445,0.0562,0.0207,0.0028,0.073,Resultado obtenido mediante prototipo computacional del gemelo digital
964,2023-12-30,18.27162,-87.81125,0.12,1088.3,0.0418,0.063,0.0197,0.0039,0.04,Resultado obtenido mediante prototipo computacional del gemelo digital
965,2024-01-15,18.2861,-87.81415,0.96,1125.8,0.0413,0.0649,0.0217,0.0024,0.078,Resultado obtenido mediante prototipo computacional del gemelo digital
966,2024-01-20,18.2919,-87.80763,1.33,1159.0,0.0434,0.0595,0.0223,0.004,0.095,Resultado obtenido mediante prototipo computacional del gemelo digital
967,2024-01-24,18.28252,-87.81641,1.03,1167.7,0.0451,0.0565,0.0245,0.0024,0.081,Resultado obtenido mediante prototipo computacional del gemelo digital
968,2024-02-11,18.28289,-87.82173,0.61,1282.4,0.0468,0.062,0.02,0.0038,0.062,Resultado obtenido mediante prototipo computacional del gemelo digital
969,2024-03-05,18.28155,-87.82658,0.87,1502.1,0.0464,0.0563,0.023,0.0025,0.074,Resultado obtenido mediante prototipo computacional del gemelo digital
970,2024-03-06,18.28107,-87.81002,0.84,1447.6,0.0429,0.0548,0.0177,0.0034,0.073,Resultado obtenido mediante prototipo computacional del gemelo digital
971,2024-03-07,18.27278,-87.81199,0.52,1497.5,0.0428,0.0644,0.0206,0.0038,0.058,Resultado obtenido mediante prototipo computacional del gemelo digital
972,2024-04-11,18.27705,-87.83401,0.56,1685.0,0.0483,0.0542,0.0188,0.0023,0.06,Resultado obtenido mediante prototipo computacional del gemelo digital
973,2024-05-04,18.28858,-87.82796,0.27,1939.9,0.0472,0.0578,0.0217,0.0036,0.047,Resultado obtenido mediante prototipo computacional del gemelo digital
974,2024-05-10,18.29206,-87.8093,0.24,1958.3,0.0462,0.0617,0.0241,0.0035,0.046,Resultado obtenido mediante prototipo computacional del gemelo digital
975,2024-06-10,18.28131,-87.80801,0.13,1934.2,0.0477,0.0672,0.018,0.0035,0.041,Resultado obtenido mediante prototipo computacional del gemelo digital
976,2024-06-15,18.27524,-87.81257,1.76,1792.0,0.0433,0.0632,0.0187,0.0038,0.114,Resultado obtenido mediante prototipo computacional del gemelo digital
977,2024-06-21,18.28921,-87.83159,0.17,1840.5,0.0418,0.0546,0.025,0.0028,0.043,Resultado obtenido mediante prototipo computacional del gemelo digital
978,2024-06-22,18.28984,-87.80834,1.62,1857.1,0.0492,0.0558,0.02,0.0027,0.108,Resultado obtenido mediante prototipo computacional del gemelo digital
979,2024-07-09,18.26539,-87.81516,1.25,1662.1,0.043,0.0633,0.017,0.0034,0.091,Resultado obtenido mediante prototipo computacional del gemelo digital
980,2024-07-19,18.28492,-87.81916,1.58,1634.0,0.0422,0.0679,0.021,0.0023,0.106,Resultado obtenido mediante prototipo computacional del gemelo digital
981,2024-07-28,18.27369,-87.80884,0.8,1686.4,0.0417,0.0573,0.0228,0.0021,0.071,Resultado obtenido mediante prototipo computacional del gemelo digital
982,2024-07-31,18.28596,-87.81225,0.73,1568.7,0.0412,0.0564,0.0231,0.0037,0.068,Resultado obtenido mediante prototipo computacional del gemelo digital
983,2024-08-14,18.27778,-87.8294,0.56,1543.5,0.0462,0.0657,0.0206,0.0023,0.06,Resultado obtenido mediante prototipo computacional del gemelo digital
984,2024-08-22,18.29351,-87.82868,0.34,1512.8,0.0446,0.067,0.0225,0.0037,0.05,Resultado obtenido mediante prototipo computacional del gemelo digital
985,2024-08-23,18.2933,-87.83199,0.39,1405.8,0.0408,0.0697,0.0177,0.0031,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
986,2024-09-04,18.27538,-87.82846,0.49,1429.8,0.0411,0.0554,0.0189,0.0024,0.057,Resultado obtenido mediante prototipo computacional del gemelo digital
987,2024-09-06,18.27017,-87.83014,0.32,1370.4,0.0478,0.0583,0.0191,0.0021,0.049,Resultado obtenido mediante prototipo computacional del gemelo digital
988,2024-09-08,18.29281,-87.82038,1.29,1391.3,0.0423,0.0558,0.0246,0.0038,0.093,Resultado obtenido mediante prototipo computacional del gemelo digital
989,2024-09-09,18.27044,-87.81683,0.84,1247.4,0.0493,0.064,0.0172,0.0029,0.073,Resultado obtenido mediante prototipo computacional del gemelo digital
990,2024-09-23,18.27799,-87.81535,0.48,1278.9,0.0465,0.0544,0.0186,0.0037,0.057,Resultado obtenido mediante prototipo computacional del gemelo digital
991,2024-09-26,18.29018,-87.82073,0.69,1289.7,0.0447,0.0558,0.025,0.0025,0.066,Resultado obtenido mediante prototipo computacional del gemelo digital
992,2024-10-16,18.27964,-87.82816,0.3,1100.3,0.0468,0.0545,0.0243,0.003,0.048,Resultado obtenido mediante prototipo computacional del gemelo digital
993,2024-11-01,18.2688,-87.82996,0.4,1121.5,0.0469,0.0583,0.0218,0.0034,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
994,2024-11-23,18.26757,-87.80916,0.8,977.1,0.0467,0.0618,0.0226,0.0033,0.071,Resultado obtenido mediante prototipo computacional del gemelo digital
995,2024-12-06,18.29496,-87.82748,0.41,946.7,0.0467,0.0619,0.0174,0.0025,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
996,2024-12-13,18.27447,-87.80927,0.71,999.7,0.044,0.0595,0.0243,0.0025,0.067,Resultado obtenido mediante prototipo computacional del gemelo digital
997,2024-12-21,18.28945,-87.81745,0.58,1007.9,0.049,0.063,0.0221,0.0021,0.061,Resultado obtenido mediante prototipo computacional del gemelo digital
998,2024-12-27,18.2773,-87.83128,0.42,967.1,0.0499,0.0584,0.0177,0.0021,0.054,Resultado obtenido mediante prototipo computacional del gemelo digital
999,2024-12-28,18.28444,-87.80768,0.4,991.2,0.0495,0.0631,0.0209,0.0025,0.053,Resultado obtenido mediante prototipo computacional del gemelo digital
1000,2024-12-29,18.28204,-87.81936,0.21,1070.4,0.0465,0.0568,0.0201,0.0024,0.044,Resultado obtenido mediante prototipo computacional del gemelo digital
1001,2015-01-02,18.30144,-87.84305,1.38,968.0,0.0426,0.0672,0.0195,0.0028,0.097,Resultado obtenido mediante prototipo computacional del gemelo digital
1002,2015-01-03,18.29668,-87.84726,3.07,938.6,0.0483,0.0665,0.017,0.0039,0.173,Resultado obtenido mediante prototipo computacional del gemelo digital
1003,2015-01-14,18.30458,-87.85207,1.82,960.1,0.0404,0.0604,0.0216,0.0037,0.117,Resultado obtenido mediante prototipo computacional del gemelo digital
1004,2015-02-06,18.30331,-87.85774,2.47,1188.7,0.0474,0.0559,0.021,0.0039,0.146,Resultado obtenido mediante prototipo computacional del gemelo digital
1005,2015-02-10,18.29819,-87.85038,2.62,1175.5,0.0436,0.0636,0.0237,0.0032,0.153,Resultado obtenido mediante prototipo computacional del gemelo digital
1006,2015-02-22,18.31187,-87.86482,1.27,1289.0,0.0452,0.0646,0.0216,0.0038,0.092,Resultado obtenido mediante prototipo computacional del gemelo digital
1007,2015-02-26,18.31285,-87.86106,1.76,1329.7,0.0499,0.065,0.0181,0.0023,0.114,Resultado obtenido mediante prototipo computacional del gemelo digital
